Date/Time,COL,NG,NUC,OIL,OTH,SUN,WAT,WND
2021-08-17 01:00:00-05:00,0,5677,3213,763,169,0,2248,308
2021-08-17 02:00:00-05:00,0,5435,3208,717,170,0,2294,316
2021-08-17 03:00:00-05:00,0,5121,3210,715,169,0,2278,284
2021-08-17 04:00:00-05:00,0,5442,3202,711,170,0,2308,217
2021-08-17 05:00:00-05:00,0,5769,3211,713,173,0,2436,179
2021-08-17 06:00:00-05:00,0,6461,3207,714,171,0,2988,185
2021-08-17 07:00:00-05:00,0,7433,3226,718,170,0,3135,188
2021-08-17 08:00:00-05:00,0,8265,3235,718,179,0,3208,166
2021-08-17 09:00:00-05:00,0,8821,3235,721,188,0,3365,164
2021-08-17 10:00:00-05:00,0,9051,3241,833,192,0,3317,146
2021-08-17 11:00:00-05:00,0,9547,3236,838,190,0,3361,122
2021-08-17 12:00:00-05:00,0,9803,3239,891,191,0,3371,131
2021-08-17 13:00:00-05:00,0,10295,3249,917,193,0,3347,118
2021-08-17 14:00:00-05:00,0,11000,3256,913,195,0,3631,111
2021-08-17 15:00:00-05:00,0,11199,3240,1005,189,0,3818,87
2021-08-17 16:00:00-05:00,0,11399,3221,1117,184,0,4184,54
2021-08-17 17:00:00-05:00,0,11481,3228,1141,177,0,4073,59
2021-08-17 18:00:00-05:00,0,11392,3233,1063,173,0,3941,82
2021-08-17 19:00:00-05:00,0,10954,3251,914,172,0,3684,107
2021-08-17 20:00:00-05:00,0,10770,3250,846,174,0,3474,124
2021-08-17 21:00:00-05:00,0,9736,3232,841,171,0,3376,158
2021-08-17 22:00:00-05:00,0,8824,3207,916,171,0,2857,221
2021-08-17 23:00:00-05:00,0,8130,3186,937,170,0,2449,227
2021-08-18 00:00:00-05:00,0,7547,3259,590,171,0,2405,225
2021-08-18 01:00:00-05:00,0,7053,3249,586,170,0,2341,254
2021-08-18 02:00:00-05:00,0,6698,3102,560,159,0,2228,219
2021-08-18 03:00:00-05:00,0,6406,3015,544,157,0,2139,208
2021-08-18 04:00:00-05:00,0,6414,3026,545,155,0,2165,175
2021-08-18 05:00:00-05:00,0,6987,3267,586,167,0,2309,165
2021-08-18 06:00:00-05:00,0,7939,3258,592,165,0,3031,156
2021-08-18 07:00:00-05:00,0,8846,3255,678,172,0,3283,149
2021-08-18 08:00:00-05:00,0,9411,3260,680,176,0,3451,113
2021-08-18 09:00:00-05:00,0,10028,3258,662,180,0,3486,65
2021-08-18 10:00:00-05:00,0,10724,3266,708,177,0,3450,40
2021-08-18 11:00:00-05:00,0,11017,3264,706,175,0,3570,44
2021-08-18 12:00:00-05:00,0,11703,3271,708,196,0,3759,77
2021-08-18 13:00:00-05:00,0,12257,3273,716,210,0,4309,62
2021-08-18 14:00:00-05:00,0,12396,3272,763,215,0,4314,48
2021-08-18 15:00:00-05:00,0,12657,3273,763,213,0,4322,106
2021-08-18 16:00:00-05:00,0,12805,3279,700,204,0,4564,148
2021-08-18 17:00:00-05:00,0,12886,3283,689,195,0,4626,202
2021-08-18 18:00:00-05:00,0,12463,3277,689,197,0,4153,270
2021-08-18 19:00:00-05:00,0,12153,3267,652,197,0,3693,344
2021-08-18 20:00:00-05:00,0,11849,3265,627,196,0,3566,353
2021-08-18 21:00:00-05:00,0,11059,3258,681,193,0,3625,354
2021-08-18 22:00:00-05:00,0,10104,3252,604,195,0,3339,372
2021-08-18 23:00:00-05:00,0,9654,3200,571,192,0,2718,329
2021-08-19 00:00:00-05:00,0,9133,3134,608,188,0,2352,311
2021-08-19 01:00:00-05:00,0,8316,3064,598,179,0,2194,272
2021-08-19 02:00:00-05:00,0,7978,3050,577,177,0,2183,279
2021-08-19 03:00:00-05:00,0,7875,3037,577,176,0,2190,278
2021-08-19 04:00:00-05:00,0,8046,3035,593,174,0,2185,256
2021-08-19 05:00:00-05:00,0,8452,3112,610,181,0,2190,312
2021-08-19 06:00:00-05:00,0,9116,3139,577,178,0,2638,301
2021-08-19 07:00:00-05:00,0,9900,3249,651,185,0,3099,300
2021-08-19 08:00:00-05:00,0,10632,3264,683,190,0,3303,265
2021-08-19 09:00:00-05:00,0,11364,3272,739,193,0,3415,208
2021-08-19 10:00:00-05:00,0,12111,3290,759,196,0,3705,223
2021-08-19 11:00:00-05:00,0,12645,3306,765,199,0,3657,222
2021-08-19 12:00:00-05:00,0,13063,3311,778,204,0,3696,208
2021-08-19 13:00:00-05:00,0,13517,3323,780,202,0,3734,177
2021-08-19 14:00:00-05:00,0,13721,3324,777,205,0,4152,156
2021-08-19 15:00:00-05:00,0,13637,3323,777,199,0,4398,219
2021-08-19 16:00:00-05:00,0,13818,3324,946,198,0,4814,215
2021-08-19 17:00:00-05:00,0,14020,3323,915,192,0,4736,182
2021-08-19 18:00:00-05:00,0,13783,3322,817,191,0,4410,120
2021-08-19 19:00:00-05:00,0,13430,3311,724,188,0,3735,89
2021-08-19 20:00:00-05:00,0,12979,3293,707,185,0,3676,85
2021-08-19 21:00:00-05:00,0,12440,3272,690,184,0,3605,94
2021-08-19 22:00:00-05:00,0,11789,3267,660,182,0,2928,106
2021-08-19 23:00:00-05:00,0,10307,3279,634,174,0,2335,124
2021-08-20 00:00:00-05:00,0,8827,3193,571,163,0,2244,113
2021-08-20 01:00:00-05:00,0,8171,3018,538,156,0,2138,121
2021-08-20 02:00:00-05:00,0,7711,3020,537,160,0,2086,122
2021-08-20 03:00:00-05:00,0,7554,3017,535,157,0,2059,99
2021-08-20 04:00:00-05:00,0,7457,3011,533,155,0,2034,89
2021-08-20 05:00:00-05:00,0,7842,3070,544,165,0,2059,92
2021-08-20 06:00:00-05:00,0,8436,3146,559,169,0,2497,122
2021-08-20 07:00:00-05:00,0,9226,3277,583,186,0,3062,99
2021-08-20 08:00:00-05:00,0,9950,3290,592,195,0,3131,57
2021-08-20 09:00:00-05:00,0,10322,3283,619,200,0,3363,19
2021-08-20 10:00:00-05:00,0,10990,3296,662,215,0,3431,5
2021-08-20 11:00:00-05:00,0,12112,3292,687,219,0,3624,6
2021-08-20 12:00:00-05:00,0,13002,3297,676,206,0,3731,6
2021-08-20 13:00:00-05:00,0,13223,3276,697,199,0,4016,9
2021-08-20 14:00:00-05:00,0,13185,3260,719,208,0,4388,14
2021-08-20 15:00:00-05:00,0,13561,3279,770,203,0,4301,18
2021-08-20 16:00:00-05:00,0,13720,3256,739,200,0,4288,23
2021-08-20 17:00:00-05:00,0,13813,3257,706,201,0,4432,30
2021-08-20 18:00:00-05:00,0,13777,3259,702,198,0,4168,37
2021-08-20 19:00:00-05:00,0,13625,3264,666,194,0,3674,22
2021-08-20 20:00:00-05:00,0,12845,3258,653,194,0,3511,19
2021-08-20 21:00:00-05:00,0,11453,3253,646,193,0,3480,20
2021-08-20 22:00:00-05:00,0,10720,3263,635,195,0,3137,23
2021-08-20 23:00:00-05:00,0,9990,3265,632,193,0,2526,17
2021-08-21 00:00:00-05:00,0,8982,3189,573,192,0,2253,8
2021-08-21 01:00:00-05:00,0,8211,3051,548,185,0,2094,1
2021-08-21 02:00:00-05:00,0,7653,3046,547,181,0,2049,3
2021-08-21 03:00:00-05:00,0,7082,3028,544,180,0,2060,11
2021-08-21 04:00:00-05:00,0,6987,3016,543,179,0,2054,2
2021-08-21 05:00:00-05:00,0,7028,3019,543,178,0,2044,0
2021-08-21 06:00:00-05:00,0,7098,3027,544,179,0,2324,3
2021-08-21 07:00:00-05:00,0,7503,3204,570,194,0,2780,2
2021-08-21 08:00:00-05:00,0,8302,3236,584,192,0,3002,3
2021-08-21 09:00:00-05:00,0,9253,3254,616,196,0,3065,2
2021-08-21 10:00:00-05:00,0,9782,3257,655,210,0,3214,13
2021-08-21 11:00:00-05:00,0,10354,3264,666,211,0,3408,11
2021-08-21 12:00:00-05:00,0,10658,3257,663,213,0,3343,11
2021-08-21 13:00:00-05:00,0,11096,3266,702,209,0,3274,19
2021-08-21 14:00:00-05:00,0,11157,3266,681,205,0,3526,38
2021-08-21 15:00:00-05:00,0,11398,3263,694,196,0,3540,61
2021-08-21 16:00:00-05:00,0,11580,3265,688,202,0,3770,78
2021-08-21 17:00:00-05:00,0,11751,3264,664,197,0,3789,93
2021-08-21 18:00:00-05:00,0,11622,3265,659,200,0,3876,116
2021-08-21 19:00:00-05:00,0,11350,3259,651,200,0,3818,142
2021-08-21 20:00:00-05:00,0,11168,3259,655,199,0,3779,98
2021-08-21 21:00:00-05:00,0,10347,3255,691,201,0,3732,173
2021-08-21 22:00:00-05:00,0,9678,3255,631,201,0,3229,229
2021-08-21 23:00:00-05:00,0,9061,3246,603,200,0,2671,192
2021-08-22 00:00:00-05:00,0,8163,3231,575,198,0,2505,199
2021-08-22 01:00:00-05:00,0,7720,3239,576,199,0,2363,176
2021-08-22 02:00:00-05:00,0,7292,3237,575,200,0,2187,189
2021-08-22 03:00:00-05:00,0,6989,3141,558,192,0,2018,152
2021-08-22 04:00:00-05:00,0,6841,3105,551,189,0,2032,144
2021-08-22 05:00:00-05:00,0,6799,3100,550,183,0,2047,121
2021-08-22 06:00:00-05:00,0,6816,3170,563,189,0,2189,75
2021-08-22 07:00:00-05:00,0,7109,3238,573,194,0,2693,49
2021-08-22 08:00:00-05:00,0,7308,3250,577,197,0,2992,35
2021-08-22 09:00:00-05:00,0,8164,3257,579,201,0,3174,27
2021-08-22 10:00:00-05:00,0,8999,3259,579,200,0,3231,19
2021-08-22 11:00:00-05:00,0,9531,3264,581,198,0,3491,23
2021-08-22 12:00:00-05:00,0,9693,3258,581,205,0,3640,16
2021-08-22 13:00:00-05:00,0,9534,3262,583,208,0,3644,24
2021-08-22 14:00:00-05:00,0,9534,3268,582,209,0,3439,69
2021-08-22 15:00:00-05:00,0,10009,3270,581,209,0,3506,119
2021-08-22 16:00:00-05:00,0,10777,3272,583,209,0,3683,145
2021-08-22 17:00:00-05:00,0,10668,3278,585,214,0,3773,161
2021-08-22 18:00:00-05:00,0,10242,3276,586,205,0,3703,206
2021-08-22 19:00:00-05:00,0,9934,3274,586,204,0,3412,247
2021-08-22 20:00:00-05:00,0,9773,3271,586,208,0,3223,361
2021-08-22 21:00:00-05:00,0,9507,3266,584,209,0,3223,320
2021-08-22 22:00:00-05:00,0,9369,3263,584,209,0,2950,342
2021-08-22 23:00:00-05:00,0,8782,3256,583,210,0,2486,273
2021-08-23 00:00:00-05:00,0,7498,3077,1284,197,0,2194,227
2021-08-23 01:00:00-05:00,0,6897,3017,1152,195,0,2123,191
2021-08-23 02:00:00-05:00,0,6529,2935,1118,184,0,2062,199
2021-08-23 03:00:00-05:00,0,6352,2864,1091,181,0,2051,156
2021-08-23 04:00:00-05:00,0,6339,2862,1089,177,0,2069,135
2021-08-23 05:00:00-05:00,0,6779,2932,1117,176,0,2196,140
2021-08-23 06:00:00-05:00,0,7497,3050,1320,185,0,2559,174
2021-08-23 07:00:00-05:00,0,8328,3071,1438,189,0,2899,161
2021-08-23 08:00:00-05:00,0,9227,3093,1484,188,0,3084,205
2021-08-23 09:00:00-05:00,0,9737,3106,1492,184,0,3216,164
2021-08-23 10:00:00-05:00,0,10063,3135,1435,187,0,3292,120
2021-08-23 11:00:00-05:00,0,10639,3128,1492,186,0,3575,144
2021-08-23 12:00:00-05:00,0,11301,3130,1526,185,0,3622,180
2021-08-23 13:00:00-05:00,0,12096,3158,1538,188,0,3701,198
2021-08-23 14:00:00-05:00,0,12316,3155,1533,193,0,3756,164
2021-08-23 15:00:00-05:00,0,12621,3145,1520,200,0,4100,164
2021-08-23 16:00:00-05:00,0,12838,3143,1540,187,0,4235,177
2021-08-23 17:00:00-05:00,0,12924,3149,1566,178,0,4164,161
2021-08-23 18:00:00-05:00,0,13016,3140,1516,173,0,3918,132
2021-08-23 19:00:00-05:00,0,11931,3132,1512,182,0,3367,173
2021-08-23 20:00:00-05:00,0,11445,3126,1510,185,0,3209,188
2021-08-23 21:00:00-05:00,0,10446,3111,1504,180,0,3107,152
2021-08-23 22:00:00-05:00,0,9936,3105,1499,151,0,2925,174
2021-08-23 23:00:00-05:00,0,9069,3083,1489,147,0,2525,144
2021-08-24 00:00:00-05:00,0,8427,3256,585,156,0,2410,200
2021-08-24 01:00:00-05:00,0,7895,3242,584,153,0,2355,160
2021-08-24 02:00:00-05:00,0,7534,3171,569,143,0,2327,161
2021-08-24 03:00:00-05:00,0,7358,3155,566,149,0,2285,177
2021-08-24 04:00:00-05:00,0,7314,3108,560,148,0,2259,211
2021-08-24 05:00:00-05:00,0,7623,3105,559,151,0,2322,145
2021-08-24 06:00:00-05:00,0,8163,3235,582,151,0,2764,164
2021-08-24 07:00:00-05:00,0,9134,3231,581,146,0,3148,171
2021-08-24 08:00:00-05:00,0,10039,3252,585,142,0,3243,167
2021-08-24 09:00:00-05:00,0,11117,3255,624,158,0,3269,174
2021-08-24 10:00:00-05:00,0,12220,3254,634,175,0,3444,170
2021-08-24 11:00:00-05:00,0,13252,3248,664,177,0,3596,151
2021-08-24 12:00:00-05:00,0,13944,3249,706,166,0,3846,143
2021-08-24 13:00:00-05:00,0,14749,3256,828,168,0,4215,191
2021-08-24 14:00:00-05:00,0,14950,3250,1063,184,0,4608,260
2021-08-24 15:00:00-05:00,0,15185,3246,1189,180,0,4770,356
2021-08-24 16:00:00-05:00,0,15298,3250,1335,173,0,4809,305
2021-08-24 17:00:00-05:00,0,15404,3251,1322,173,0,4947,185
2021-08-24 18:00:00-05:00,0,15446,3251,1272,164,0,4933,140
2021-08-24 19:00:00-05:00,0,15055,3248,1016,167,0,4549,221
2021-08-24 20:00:00-05:00,0,14673,3242,748,169,0,4255,282
2021-08-24 21:00:00-05:00,0,13237,3247,697,169,0,3573,317
2021-08-24 22:00:00-05:00,0,12060,3249,698,173,0,3118,327
2021-08-24 23:00:00-05:00,0,10880,3242,696,173,0,2796,288
2021-08-25 00:00:00-05:00,0,9476,3173,612,178,0,2590,221
2021-08-25 01:00:00-05:00,0,8584,3098,567,181,0,2505,182
2021-08-25 02:00:00-05:00,0,8016,3095,568,177,0,2458,217
2021-08-25 03:00:00-05:00,0,7558,3025,557,172,0,2412,269
2021-08-25 04:00:00-05:00,0,7278,3018,556,167,0,2433,279
2021-08-25 05:00:00-05:00,0,7591,3039,561,172,0,2536,358
2021-08-25 06:00:00-05:00,0,8457,3212,591,180,0,2784,368
2021-08-25 07:00:00-05:00,0,9215,3229,594,184,0,3195,328
2021-08-25 08:00:00-05:00,0,10482,3227,605,194,0,3355,324
2021-08-25 09:00:00-05:00,0,11578,3230,647,210,0,3640,219
2021-08-25 10:00:00-05:00,0,12592,3232,700,216,0,3704,158
2021-08-25 11:00:00-05:00,0,13848,3242,741,213,0,3877,180
2021-08-25 12:00:00-05:00,0,15005,3245,768,216,0,4185,139
2021-08-25 13:00:00-05:00,0,15584,3254,1012,221,0,4608,79
2021-08-25 14:00:00-05:00,0,15748,3254,1219,217,0,4732,56
2021-08-25 15:00:00-05:00,0,15967,3253,1422,209,0,4723,84
2021-08-25 16:00:00-05:00,0,16135,3253,1450,205,0,4893,96
2021-08-25 17:00:00-05:00,0,16321,3253,1415,201,0,4627,109
2021-08-25 18:00:00-05:00,0,16151,3251,1258,195,0,4630,118
2021-08-25 19:00:00-05:00,0,15775,3247,1035,195,0,4213,98
2021-08-25 20:00:00-05:00,0,15390,3243,883,191,0,4030,176
2021-08-25 21:00:00-05:00,0,14372,3243,726,191,0,3801,243
2021-08-25 22:00:00-05:00,0,13099,3254,727,194,0,3226,232
2021-08-25 23:00:00-05:00,0,11833,3252,665,184,0,2607,282
2021-08-26 00:00:00-05:00,0,10443,3097,804,178,0,2568,226
2021-08-26 01:00:00-05:00,0,9423,3064,792,177,0,2462,239
2021-08-26 02:00:00-05:00,0,8419,2990,774,178,0,2376,259
2021-08-26 03:00:00-05:00,0,8122,2939,761,171,0,2336,292
2021-08-26 04:00:00-05:00,0,7862,2931,761,173,0,2323,280
2021-08-26 05:00:00-05:00,0,8387,3031,786,176,0,2418,274
2021-08-26 06:00:00-05:00,0,9079,3161,921,188,0,2832,306
2021-08-26 07:00:00-05:00,0,10225,3157,975,188,0,3278,232
2021-08-26 08:00:00-05:00,0,11411,3173,1003,187,0,3569,162
2021-08-26 09:00:00-05:00,0,12801,3181,1045,196,0,3647,125
2021-08-26 10:00:00-05:00,0,14283,3192,1107,212,0,3745,200
2021-08-26 11:00:00-05:00,0,15339,3199,1282,221,0,3719,232
2021-08-26 12:00:00-05:00,0,16156,3204,1549,223,0,4029,251
2021-08-26 13:00:00-05:00,0,16555,3206,1769,222,0,4613,240
2021-08-26 14:00:00-05:00,0,16677,3200,1917,215,0,4733,201
2021-08-26 15:00:00-05:00,0,16590,3201,1920,215,0,4538,177
2021-08-26 16:00:00-05:00,0,16713,3202,1923,207,0,4637,162
2021-08-26 17:00:00-05:00,0,16846,3204,1927,201,0,4540,131
2021-08-26 18:00:00-05:00,0,16734,3197,1903,190,0,4719,98
2021-08-26 19:00:00-05:00,0,16625,3194,1508,191,0,4629,114
2021-08-26 20:00:00-05:00,0,16442,3191,1301,188,0,4403,141
2021-08-26 21:00:00-05:00,0,15336,3189,1166,189,0,3627,141
2021-08-26 22:00:00-05:00,0,13607,3185,1068,189,0,3198,138
2021-08-26 23:00:00-05:00,0,11698,3177,1037,189,0,2568,169
2021-08-27 00:00:00-05:00,0,10791,3234,652,187,0,2452,138
2021-08-27 01:00:00-05:00,0,9857,3170,631,194,0,2383,153
2021-08-27 02:00:00-05:00,0,9150,3049,607,181,0,2273,95
2021-08-27 03:00:00-05:00,0,8713,3034,588,166,0,2247,52
2021-08-27 04:00:00-05:00,0,8605,3023,550,166,0,2229,58
2021-08-27 05:00:00-05:00,0,8927,3048,556,165,0,2234,94
2021-08-27 06:00:00-05:00,0,9497,3152,577,171,0,2828,147
2021-08-27 07:00:00-05:00,0,10386,3225,587,176,0,3169,98
2021-08-27 08:00:00-05:00,0,11473,3235,623,187,0,3347,47
2021-08-27 09:00:00-05:00,0,12798,3235,662,204,0,3505,51
2021-08-27 10:00:00-05:00,0,13902,3236,700,205,0,3513,57
2021-08-27 11:00:00-05:00,0,14834,3237,1023,214,0,3665,28
2021-08-27 12:00:00-05:00,0,15516,3244,1270,214,0,3671,84
2021-08-27 13:00:00-05:00,0,15920,3246,1426,208,0,4386,120
2021-08-27 14:00:00-05:00,0,16175,3246,1497,203,0,4633,112
2021-08-27 15:00:00-05:00,0,16205,3252,1530,195,0,4548,159
2021-08-27 16:00:00-05:00,0,16220,3257,1544,199,0,4226,113
2021-08-27 17:00:00-05:00,0,16003,3256,1515,198,0,4131,115
2021-08-27 18:00:00-05:00,0,16004,3255,1239,189,0,3740,141
2021-08-27 19:00:00-05:00,0,15159,3253,1017,188,0,3449,238
2021-08-27 20:00:00-05:00,0,14027,3261,899,191,0,3455,312
2021-08-27 21:00:00-05:00,0,12962,3259,695,189,0,3275,205
2021-08-27 22:00:00-05:00,0,11539,3280,680,195,0,3330,328
2021-08-27 23:00:00-05:00,0,10627,3280,641,191,0,3039,253
2021-08-28 00:00:00-05:00,0,8934,3306,606,194,0,2742,297
2021-08-28 01:00:00-05:00,0,8070,3296,599,190,0,2696,321
2021-08-28 02:00:00-05:00,0,7599,3223,624,187,0,2557,347
2021-08-28 03:00:00-05:00,0,7170,3151,561,183,0,2519,279
2021-08-28 04:00:00-05:00,0,6940,3152,561,184,0,2508,285
2021-08-28 05:00:00-05:00,0,6908,3152,562,185,0,2648,306
2021-08-28 06:00:00-05:00,0,6830,3163,564,186,0,2735,387
2021-08-28 07:00:00-05:00,0,6583,3248,579,190,0,2940,432
2021-08-28 08:00:00-05:00,0,7288,3326,604,197,0,3037,360
2021-08-28 09:00:00-05:00,0,7657,3332,650,200,0,3293,241
2021-08-28 10:00:00-05:00,0,7983,3342,602,205,0,3311,191
2021-08-28 11:00:00-05:00,0,8435,3348,604,207,0,3287,133
2021-08-28 12:00:00-05:00,0,8828,3347,605,208,0,3306,141
2021-08-28 13:00:00-05:00,0,9241,3337,607,208,0,3220,136
2021-08-28 14:00:00-05:00,0,9251,3344,605,212,0,3403,87
2021-08-28 15:00:00-05:00,0,9295,3342,605,211,0,3485,82
2021-08-28 16:00:00-05:00,0,9207,3347,602,208,0,3840,105
2021-08-28 17:00:00-05:00,0,9238,3356,603,204,0,3957,191
2021-08-28 18:00:00-05:00,0,8944,3358,604,200,0,3851,232
2021-08-28 19:00:00-05:00,0,8599,3360,604,200,0,3790,263
2021-08-28 20:00:00-05:00,0,8571,3354,603,196,0,3664,295
2021-08-28 21:00:00-05:00,0,8172,3338,603,191,0,3525,419
2021-08-28 22:00:00-05:00,0,7588,3340,603,196,0,3120,450
2021-08-28 23:00:00-05:00,0,6696,3338,602,199,0,2633,425
2021-08-29 00:00:00-05:00,0,5724,3297,594,187,0,2556,422
2021-08-29 01:00:00-05:00,0,5168,3231,582,180,0,2525,385
2021-08-29 02:00:00-05:00,0,4838,3126,563,173,0,2428,331
2021-08-29 03:00:00-05:00,0,4554,3054,550,157,0,2373,363
2021-08-29 04:00:00-05:00,0,4562,3042,547,151,0,2339,343
2021-08-29 05:00:00-05:00,0,4601,3045,547,148,0,2323,384
2021-08-29 06:00:00-05:00,0,4790,3053,549,157,0,2404,416
2021-08-29 07:00:00-05:00,0,5130,3172,569,168,0,2839,405
2021-08-29 08:00:00-05:00,0,5653,3315,564,181,0,3018,315
2021-08-29 09:00:00-05:00,0,6485,3319,600,186,0,3101,268
2021-08-29 10:00:00-05:00,0,7150,3323,598,186,0,3303,249
2021-08-29 11:00:00-05:00,0,7645,3315,598,189,0,3401,226
2021-08-29 12:00:00-05:00,0,8202,3337,601,191,0,3565,153
2021-08-29 13:00:00-05:00,0,8564,3338,600,189,0,3504,258
2021-08-29 14:00:00-05:00,0,7991,3336,597,201,0,3706,178
2021-08-29 15:00:00-05:00,0,8414,3341,597,201,0,3406,210
2021-08-29 16:00:00-05:00,0,9114,3337,598,189,0,3409,279
2021-08-29 17:00:00-05:00,0,9335,3339,598,186,0,3660,331
2021-08-29 18:00:00-05:00,0,9326,3338,597,181,0,3641,429
2021-08-29 19:00:00-05:00,0,9321,3327,594,181,0,3571,563
2021-08-29 20:00:00-05:00,0,8931,3311,587,180,0,3662,730
2021-08-29 21:00:00-05:00,0,8412,3296,588,180,0,3704,720
2021-08-29 22:00:00-05:00,0,7971,3310,591,178,0,2956,846
2021-08-29 23:00:00-05:00,0,6923,3304,590,181,0,2559,1057
2021-08-30 00:00:00-05:00,0,6235,3220,573,174,0,2449,945
2021-08-30 01:00:00-05:00,0,5870,3126,558,171,0,2395,894
2021-08-30 02:00:00-05:00,0,5541,3115,556,172,0,2298,934
2021-08-30 03:00:00-05:00,0,5515,3108,554,174,0,2238,863
2021-08-30 04:00:00-05:00,0,5659,3110,555,173,0,2238,785
2021-08-30 05:00:00-05:00,0,6498,3111,556,173,0,2301,740
2021-08-30 06:00:00-05:00,0,7357,3190,573,176,0,2519,768
2021-08-30 07:00:00-05:00,0,7932,3269,584,181,0,2844,764
2021-08-30 08:00:00-05:00,0,9217,3293,588,184,0,3065,759
2021-08-30 09:00:00-05:00,0,9888,3288,598,186,0,3361,578
2021-08-30 10:00:00-05:00,0,10531,3282,603,194,0,3481,480
2021-08-30 11:00:00-05:00,0,11385,3275,660,193,0,3687,463
2021-08-30 12:00:00-05:00,0,12007,3274,702,196,0,3626,597
2021-08-30 13:00:00-05:00,0,12355,3271,709,199,0,3845,677
2021-08-30 14:00:00-05:00,0,12785,3270,766,196,0,3826,788
2021-08-30 15:00:00-05:00,0,13129,3263,827,194,0,4096,735
2021-08-30 16:00:00-05:00,0,13454,3258,874,190,0,4543,696
2021-08-30 17:00:00-05:00,0,13574,3267,889,181,0,4997,600
2021-08-30 18:00:00-05:00,0,13556,3271,840,174,0,4687,451
2021-08-30 19:00:00-05:00,0,13080,3270,722,178,0,4096,467
