date,TAVG,TMAX,TMIN
2017-02-18,54.0,59.0,52.0
2017-02-19,55.0,59.0,50.0
2017-02-20,56.0,61.0,53.0
2017-02-21,59.0,64.0,57.0
2017-02-22,58.0,61.0,52.0
2017-02-23,55.0,60.0,48.0
2017-02-24,53.0,61.0,44.0
2017-02-25,52.0,60.0,43.0
2017-02-26,52.0,56.0,48.0
2017-02-27,53.0,57.0,48.0
2017-02-28,55.0,61.0,49.0
2017-03-01,56.0,72.0,46.0
2017-03-02,61.0,77.0,47.0
2017-03-03,64.0,79.0,52.0
2017-03-04,59.0,67.0,50.0
2017-03-05,57.0,60.0,51.0
2017-03-06,54.0,63.0,48.0
2017-03-07,57.0,71.0,47.0
2017-03-08,62.0,79.0,52.0
2017-03-09,63.0,76.0,53.0
2017-03-10,64.0,74.0,55.0
2017-03-11,62.0,73.0,54.0
2017-03-12,58.0,68.0,53.0
2017-03-13,58.0,67.0,54.0
2017-03-14,58.0,67.0,50.0
2017-03-15,60.0,70.0,54.0
2017-03-16,61.0,69.0,54.0
2017-03-17,59.0,65.0,54.0
2017-03-18,58.0,67.0,56.0
2017-03-19,59.0,66.0,55.0
2017-03-20,60.0,66.0,57.0
2017-03-21,60.0,66.0,56.0
2017-03-22,59.0,65.0,56.0
2017-03-23,60.0,65.0,54.0
2017-03-24,58.0,67.0,50.0
2017-03-25,60.0,66.0,55.0
2017-03-26,59.0,67.0,54.0
2017-03-27,60.0,68.0,53.0
2017-03-28,65.0,73.0,54.0
2017-03-29,64.0,75.0,54.0
2017-03-30,63.0,68.0,55.0
2017-03-31,63.0,72.0,54.0
2017-04-01,60.0,68.0,51.0
2017-04-02,61.0,71.0,53.0
2017-04-03,58.0,64.0,56.0
2017-04-04,60.0,67.0,57.0
2017-04-05,62.0,76.0,55.0
2017-04-06,61.0,70.0,56.0
2017-04-07,60.0,66.0,56.0
2017-04-08,60.0,65.0,54.0
2017-04-09,59.0,68.0,52.0
2017-04-10,61.0,71.0,51.0
2017-04-11,61.0,71.0,52.0
2017-04-12,60.0,68.0,53.0
2017-04-13,61.0,69.0,54.0
2017-04-14,59.0,68.0,51.0
2017-04-15,60.0,70.0,50.0
2017-04-16,62.0,70.0,53.0
2017-04-17,61.0,71.0,53.0
2017-04-18,61.0,75.0,57.0
2017-04-19,62.0,68.0,58.0
2017-04-20,63.0,74.0,55.0
2017-04-21,67.0,83.0,56.0
2017-04-22,69.0,79.0,60.0
2017-04-23,65.0,74.0,58.0
2017-04-24,63.0,68.0,58.0
2017-04-25,64.0,72.0,59.0
2017-04-26,65.0,71.0,57.0
2017-04-27,62.0,76.0,56.0
2017-04-28,72.0,84.0,64.0
2017-04-29,72.0,80.0,61.0
2017-04-30,66.0,80.0,55.0
2017-05-01,65.0,76.0,55.0
2017-05-02,66.0,74.0,59.0
2017-05-03,66.0,72.0,60.0
2017-05-04,64.0,68.0,58.0
2017-05-05,60.0,65.0,57.0
2017-05-06,61.0,65.0,54.0
2017-05-07,56.0,63.0,50.0
2017-05-08,57.0,66.0,48.0
2017-05-09,61.0,71.0,55.0
2017-05-10,63.0,68.0,60.0
2017-05-11,62.0,67.0,58.0
2017-05-12,62.0,67.0,58.0
2017-05-13,62.0,70.0,56.0
2017-05-14,62.0,71.0,53.0
2017-05-15,60.0,65.0,55.0
2017-05-16,59.0,65.0,54.0
2017-05-17,60.0,66.0,56.0
2017-05-18,62.0,69.0,55.0
2017-05-19,66.0,81.0,58.0
2017-05-20,71.0,87.0,62.0
2017-05-21,68.0,74.0,61.0
2017-05-22,63.0,69.0,59.0
2017-05-23,62.0,73.0,58.0
2017-05-24,61.0,67.0,58.0
2017-05-25,61.0,66.0,59.0
2017-05-26,63.0,69.0,59.0
2017-05-27,62.0,68.0,58.0
2017-05-28,63.0,69.0,58.0
2017-05-29,62.0,68.0,59.0
2017-05-30,62.0,67.0,61.0
2017-05-31,62.0,66.0,60.0
2017-06-01,64.0,70.0,61.0
2017-06-02,64.0,69.0,59.0
2017-06-03,64.0,71.0,61.0
2017-06-04,63.0,67.0,61.0
2017-06-05,63.0,71.0,60.0
2017-06-06,64.0,68.0,62.0
2017-06-07,64.0,69.0,61.0
2017-06-08,63.0,68.0,60.0
2017-06-09,64.0,71.0,58.0
2017-06-10,64.0,69.0,61.0
2017-06-11,64.0,69.0,60.0
2017-06-12,63.0,71.0,56.0
2017-06-13,64.0,72.0,57.0
2017-06-14,67.0,76.0,60.0
2017-06-15,69.0,78.0,61.0
2017-06-16,70.0,77.0,62.0
2017-06-17,68.0,75.0,62.0
2017-06-18,66.0,74.0,61.0
2017-06-19,66.0,74.0,61.0
2017-06-20,65.0,72.0,61.0
2017-06-21,66.0,73.0,62.0
2017-06-22,67.0,75.0,63.0
2017-06-23,66.0,70.0,61.0
2017-06-24,65.0,71.0,61.0
2017-06-25,68.0,77.0,63.0
2017-06-26,71.0,82.0,64.0
2017-06-27,71.0,78.0,62.0
2017-06-28,67.0,72.0,61.0
2017-06-29,67.0,74.0,63.0
2017-06-30,66.0,73.0,61.0
2017-07-01,65.0,72.0,62.0
2017-07-02,67.0,76.0,63.0
2017-07-03,67.0,74.0,63.0
2017-07-04,67.0,75.0,62.0
2017-07-05,68.0,76.0,63.0
2017-07-06,69.0,76.0,64.0
2017-07-07,72.0,83.0,66.0
2017-07-08,76.0,86.0,70.0
2017-07-09,77.0,88.0,69.0
2017-07-10,75.0,84.0,68.0
2017-07-11,72.0,77.0,67.0
2017-07-12,70.0,75.0,65.0
2017-07-13,69.0,75.0,65.0
2017-07-14,68.0,73.0,64.0
2017-07-15,70.0,80.0,65.0
2017-07-16,73.0,81.0,67.0
2017-07-17,72.0,77.0,68.0
2017-07-18,72.0,78.0,67.0
2017-07-19,71.0,78.0,67.0
2017-07-20,72.0,80.0,67.0
2017-07-21,71.0,77.0,66.0
2017-07-22,71.0,77.0,66.0
2017-07-23,71.0,77.0,67.0
2017-07-24,71.0,77.0,67.0
2017-07-25,71.0,77.0,68.0
2017-07-26,70.0,76.0,67.0
2017-07-27,70.0,77.0,67.0
2017-07-28,70.0,75.0,66.0
2017-07-29,70.0,77.0,66.0
2017-07-30,71.0,76.0,65.0
2017-07-31,68.0,74.0,65.0
2017-08-01,71.0,82.0,67.0
2017-08-02,76.0,86.0,71.0
2017-08-03,77.0,84.0,72.0
2017-08-04,75.0,79.0,69.0
2017-08-05,72.0,78.0,68.0
2017-08-06,72.0,78.0,67.0
2017-08-07,71.0,76.0,67.0
2017-08-08,71.0,78.0,67.0
2017-08-09,71.0,75.0,66.0
2017-08-10,70.0,76.0,66.0
2017-08-11,69.0,73.0,66.0
2017-08-12,69.0,76.0,64.0
2017-08-13,69.0,76.0,65.0
2017-08-14,69.0,75.0,65.0
2017-08-15,68.0,74.0,65.0
2017-08-16,69.0,75.0,66.0
2017-08-17,69.0,75.0,65.0
2017-08-18,69.0,75.0,65.0
2017-08-19,69.0,74.0,66.0
2017-08-20,69.0,76.0,66.0
2017-08-21,70.0,76.0,67.0
2017-08-22,70.0,75.0,66.0
2017-08-23,69.0,74.0,66.0
2017-08-24,68.0,73.0,66.0
2017-08-25,69.0,74.0,67.0
2017-08-26,69.0,75.0,66.0
2017-08-27,68.0,73.0,65.0
2017-08-28,69.0,76.0,68.0
2017-08-29,72.0,83.0,67.0
2017-08-30,74.0,83.0,68.0
2017-08-31,77.0,93.0,71.0
2017-09-01,80.0,92.0,73.0
2017-09-02,81.0,95.0,73.0
2017-09-03,84.0,97.0,75.0
2017-09-04,76.0,79.0,71.0
2017-09-05,74.0,78.0,70.0
2017-09-06,72.0,75.0,66.0
2017-09-07,71.0,77.0,66.0
2017-09-08,70.0,77.0,65.0
2017-09-09,70.0,76.0,65.0
2017-09-10,70.0,82.0,65.0
2017-09-11,73.0,85.0,69.0
2017-09-12,70.0,74.0,65.0
2017-09-13,68.0,74.0,65.0
2017-09-14,68.0,74.0,63.0
2017-09-15,68.0,74.0,64.0
2017-09-16,69.0,76.0,64.0
2017-09-17,68.0,73.0,65.0
2017-09-18,67.0,73.0,64.0
2017-09-19,69.0,75.0,65.0
2017-09-20,69.0,77.0,63.0
2017-09-21,68.0,71.0,62.0
2017-09-22,65.0,72.0,58.0
2017-09-23,64.0,72.0,56.0
2017-09-24,67.0,80.0,58.0
2017-09-25,72.0,85.0,60.0
2017-09-26,71.0,81.0,61.0
2017-09-27,69.0,78.0,61.0
2017-09-28,68.0,78.0,62.0
2017-09-29,70.0,78.0,63.0
2017-09-30,69.0,76.0,61.0
2017-10-01,68.0,75.0,64.0
2017-10-02,68.0,75.0,61.0
2017-10-03,67.0,73.0,62.0
2017-10-04,66.0,74.0,61.0
2017-10-05,67.0,78.0,58.0
2017-10-06,69.0,86.0,59.0
2017-10-07,73.0,87.0,60.0
2017-10-08,69.0,78.0,61.0
2017-10-09,69.0,84.0,64.0
2017-10-10,69.0,78.0,60.0
2017-10-11,66.0,70.0,62.0
2017-10-12,66.0,71.0,61.0
2017-10-13,65.0,72.0,60.0
2017-10-14,67.0,78.0,60.0
2017-10-15,73.0,95.0,60.0
2017-10-16,76.0,90.0,66.0
2017-10-17,75.0,89.0,66.0
2017-10-18,73.0,80.0,65.0
2017-10-19,69.0,73.0,64.0
2017-10-20,67.0,71.0,63.0
2017-10-21,67.0,76.0,61.0
2017-10-22,72.0,87.0,60.0
2017-10-23,79.0,101.0,67.0
2017-10-24,84.0,104.0,67.0
2017-10-25,86.0,100.0,70.0
2017-10-26,77.0,90.0,67.0
2017-10-27,71.0,77.0,61.0
2017-10-28,65.0,70.0,61.0
2017-10-29,64.0,71.0,61.0
2017-10-30,66.0,69.0,64.0
2017-10-31,65.0,69.0,63.0
2017-11-01,66.0,69.0,64.0
2017-11-02,64.0,68.0,58.0
2017-11-03,64.0,71.0,59.0
2017-11-04,64.0,69.0,57.0
2017-11-05,64.0,69.0,60.0
2017-11-06,63.0,69.0,59.0
2017-11-07,65.0,72.0,59.0
2017-11-08,65.0,74.0,57.0
2017-11-09,65.0,70.0,60.0
2017-11-10,64.0,69.0,57.0
2017-11-11,62.0,70.0,55.0
2017-11-12,62.0,68.0,56.0
2017-11-13,62.0,70.0,54.0
2017-11-14,63.0,74.0,54.0
2017-11-15,65.0,76.0,57.0
2017-11-16,67.0,76.0,58.0
2017-11-17,67.0,70.0,60.0
2017-11-18,64.0,76.0,55.0
2017-11-19,65.0,76.0,56.0
2017-11-20,62.0,72.0,52.0
2017-11-21,67.0,79.0,58.0
2017-11-22,74.0,94.0,62.0
2017-11-23,77.0,91.0,64.0
2017-11-24,69.0,82.0,58.0
2017-11-25,69.0,82.0,59.0
2017-11-26,61.0,65.0,59.0
2017-11-27,62.0,67.0,56.0
2017-11-28,61.0,77.0,50.0
2017-11-29,62.0,74.0,54.0
2017-11-30,61.0,72.0,52.0
2017-12-01,61.0,69.0,53.0
2017-12-02,61.0,71.0,52.0
2017-12-03,60.0,67.0,53.0
2017-12-04,61.0,73.0,55.0
2017-12-05,63.0,74.0,51.0
2017-12-06,61.0,75.0,45.0
2017-12-07,65.0,80.0,47.0
2017-12-08,67.0,78.0,52.0
2017-12-09,67.0,86.0,52.0
2017-12-10,69.0,85.0,51.0
2017-12-11,71.0,83.0,57.0
2017-12-12,66.0,82.0,54.0
2017-12-13,65.0,80.0,51.0
2017-12-14,61.0,72.0,49.0
2017-12-15,64.0,81.0,51.0
2017-12-16,61.0,66.0,53.0
2017-12-17,62.0,74.0,56.0
2017-12-18,62.0,72.0,50.0
2017-12-19,58.0,67.0,49.0
2017-12-20,56.0,60.0,47.0
2017-12-21,55.0,62.0,49.0
2017-12-22,54.0,64.0,41.0
2017-12-23,56.0,65.0,46.0
2017-12-24,58.0,71.0,48.0
2017-12-25,56.0,67.0,48.0
2017-12-26,56.0,64.0,47.0
2017-12-27,59.0,74.0,49.0
2017-12-28,59.0,72.0,50.0
2017-12-29,64.0,79.0,51.0
2017-12-30,60.0,68.0,50.0
2017-12-31,56.0,65.0,52.0
2018-01-01,57.0,67.0,48.0
2018-01-02,60.0,76.0,54.0
2018-01-03,62.0,76.0,54.0
2018-01-04,62.0,74.0,55.0
2018-01-05,62.0,69.0,56.0
2018-01-06,60.0,64.0,57.0
2018-01-07,62.0,69.0,57.0
2018-01-08,63.0,67.0,60.0
2018-01-09,60.0,63.0,53.0
2018-01-10,56.0,64.0,50.0
2018-01-11,57.0,67.0,50.0
2018-01-12,58.0,67.0,52.0
2018-01-13,65.0,86.0,57.0
2018-01-14,71.0,83.0,58.0
2018-01-15,62.0,64.0,52.0
2018-01-16,60.0,68.0,54.0
2018-01-17,62.0,74.0,54.0
2018-01-18,63.0,72.0,54.0
2018-01-19,60.0,63.0,54.0
2018-01-20,57.0,63.0,53.0
2018-01-21,55.0,63.0,44.0
2018-01-22,56.0,67.0,46.0
2018-01-23,59.0,75.0,48.0
2018-01-24,61.0,75.0,49.0
2018-01-25,57.0,62.0,48.0
2018-01-26,57.0,65.0,48.0
2018-01-27,59.0,74.0,47.0
2018-01-28,65.0,82.0,50.0
2018-01-29,73.0,89.0,54.0
2018-01-30,72.0,80.0,59.0
2018-01-31,65.0,78.0,55.0
2018-02-01,62.0,71.0,53.0
2018-02-02,63.0,79.0,54.0
2018-02-03,63.0,75.0,53.0
2018-02-04,62.0,76.0,53.0
2018-02-05,61.0,69.0,51.0
2018-02-06,58.0,68.0,54.0
2018-02-07,61.0,81.0,51.0
2018-02-08,62.0,78.0,52.0
2018-02-09,61.0,72.0,51.0
2018-02-10,60.0,64.0,57.0
2018-02-11,59.0,68.0,51.0
2018-02-12,58.0,62.0,52.0
2018-02-13,56.0,66.0,50.0
2018-02-14,61.0,68.0,56.0
2018-02-15,61.0,70.0,52.0
2018-02-16,62.0,74.0,50.0
2018-02-17,61.0,72.0,51.0
2018-02-18,59.0,64.0,51.0
2018-02-19,55.0,59.0,49.0
2018-02-20,51.0,60.0,41.0
2018-02-21,53.0,60.0,46.0
2018-02-22,53.0,59.0,43.0
2018-02-23,53.0,59.0,47.0
2018-02-24,52.0,60.0,42.0
2018-02-25,54.0,68.0,44.0
2018-02-26,56.0,65.0,45.0
2018-02-27,52.0,57.0,47.0
2018-02-28,51.0,62.0,40.0
2018-03-01,54.0,61.0,46.0
2018-03-02,55.0,60.0,51.0
2018-03-03,55.0,60.0,51.0
2018-03-04,53.0,61.0,44.0
2018-03-05,57.0,73.0,44.0
2018-03-06,62.0,77.0,49.0
2018-03-07,60.0,69.0,53.0
2018-03-08,59.0,70.0,51.0
2018-03-09,60.0,68.0,53.0
2018-03-10,58.0,60.0,56.0
2018-03-11,59.0,68.0,57.0
2018-03-12,61.0,64.0,58.0
2018-03-13,60.0,65.0,58.0
2018-03-14,59.0,63.0,55.0
2018-03-15,58.0,62.0,54.0
2018-03-16,56.0,61.0,52.0
2018-03-17,55.0,59.0,52.0
2018-03-18,54.0,61.0,46.0
2018-03-19,58.0,70.0,50.0
2018-03-20,60.0,67.0,54.0
2018-03-21,60.0,66.0,56.0
2018-03-22,62.0,63.0,57.0
2018-03-23,59.0,63.0,55.0
2018-03-24,57.0,62.0,50.0
2018-03-25,56.0,61.0,51.0
2018-03-26,58.0,69.0,52.0
2018-03-27,63.0,79.0,50.0
2018-03-28,61.0,70.0,52.0
2018-03-29,58.0,63.0,53.0
2018-03-30,57.0,66.0,52.0
2018-03-31,56.0,61.0,52.0
2018-04-01,57.0,64.0,54.0
2018-04-02,60.0,67.0,57.0
2018-04-03,60.0,66.0,56.0
2018-04-04,58.0,63.0,55.0
2018-04-05,58.0,64.0,56.0
2018-04-06,60.0,66.0,55.0
2018-04-07,62.0,67.0,57.0
2018-04-08,62.0,72.0,54.0
2018-04-09,66.0,83.0,56.0
2018-04-10,69.0,79.0,60.0
2018-04-11,65.0,74.0,57.0
2018-04-12,61.0,68.0,55.0
2018-04-13,65.0,78.0,59.0
2018-04-14,67.0,82.0,55.0
2018-04-15,64.0,72.0,54.0
2018-04-16,59.0,64.0,54.0
2018-04-17,58.0,66.0,52.0
2018-04-18,60.0,68.0,52.0
2018-04-19,56.0,62.0,51.0
2018-04-20,58.0,72.0,51.0
2018-04-21,62.0,76.0,53.0
2018-04-22,63.0,73.0,56.0
2018-04-23,61.0,68.0,54.0
2018-04-24,58.0,64.0,53.0
2018-04-25,58.0,64.0,55.0
2018-04-26,59.0,65.0,56.0
2018-04-27,60.0,66.0,56.0
2018-04-28,61.0,68.0,54.0
2018-04-29,61.0,67.0,55.0
2018-04-30,60.0,66.0,55.0
2018-05-01,57.0,61.0,54.0
2018-05-02,59.0,65.0,54.0
2018-05-03,60.0,67.0,54.0
2018-05-04,65.0,76.0,56.0
2018-05-05,65.0,75.0,58.0
2018-05-06,63.0,73.0,57.0
2018-05-07,62.0,70.0,55.0
2018-05-08,62.0,69.0,55.0
2018-05-09,63.0,69.0,59.0
2018-05-10,63.0,69.0,60.0
2018-05-11,62.0,65.0,60.0
2018-05-12,61.0,67.0,58.0
2018-05-13,62.0,68.0,59.0
2018-05-14,62.0,67.0,55.0
2018-05-15,62.0,68.0,56.0
2018-05-16,62.0,70.0,55.0
2018-05-17,63.0,70.0,54.0
2018-05-18,62.0,67.0,58.0
2018-05-19,62.0,67.0,58.0
2018-05-20,62.0,68.0,59.0
2018-05-21,62.0,66.0,59.0
2018-05-22,62.0,67.0,59.0
2018-05-23,62.0,67.0,59.0
2018-05-24,61.0,66.0,59.0
2018-05-25,62.0,68.0,58.0
2018-05-26,62.0,68.0,57.0
2018-05-27,63.0,70.0,58.0
2018-05-28,63.0,69.0,59.0
2018-05-29,63.0,69.0,61.0
2018-05-30,62.0,68.0,60.0
2018-05-31,65.0,70.0,60.0
2018-06-01,63.0,70.0,57.0
2018-06-02,65.0,72.0,59.0
2018-06-03,65.0,71.0,61.0
2018-06-04,65.0,72.0,60.0
2018-06-05,64.0,70.0,61.0
2018-06-06,64.0,69.0,60.0
2018-06-07,64.0,71.0,58.0
2018-06-08,67.0,74.0,59.0
2018-06-09,67.0,75.0,61.0
2018-06-10,67.0,73.0,62.0
2018-06-11,69.0,76.0,61.0
2018-06-12,69.0,75.0,62.0
2018-06-13,66.0,72.0,60.0
2018-06-14,66.0,76.0,61.0
2018-06-15,67.0,73.0,62.0
2018-06-16,66.0,73.0,63.0
2018-06-17,64.0,69.0,62.0
2018-06-18,65.0,70.0,61.0
2018-06-19,64.0,70.0,60.0
2018-06-20,66.0,72.0,61.0
2018-06-21,67.0,74.0,64.0
2018-06-22,66.0,73.0,62.0
2018-06-23,65.0,71.0,63.0
2018-06-24,66.0,74.0,63.0
2018-06-25,67.0,73.0,64.0
2018-06-26,67.0,72.0,63.0
2018-06-27,67.0,72.0,64.0
2018-06-28,67.0,72.0,64.0
2018-06-29,68.0,74.0,65.0
2018-06-30,69.0,76.0,66.0
2018-07-01,68.0,73.0,65.0
2018-07-02,68.0,72.0,64.0
2018-07-03,68.0,73.0,65.0
2018-07-04,69.0,75.0,65.0
2018-07-05,69.0,80.0,64.0
2018-07-06,77.0,92.0,68.0
2018-07-07,83.0,93.0,74.0
2018-07-08,82.0,89.0,74.0
2018-07-09,79.0,91.0,73.0
2018-07-10,77.0,85.0,72.0
2018-07-11,75.0,80.0,71.0
2018-07-12,74.0,79.0,70.0
2018-07-13,72.0,76.0,69.0
2018-07-14,72.0,78.0,68.0
2018-07-15,73.0,78.0,69.0
2018-07-16,73.0,79.0,69.0
2018-07-17,71.0,76.0,69.0
2018-07-18,72.0,78.0,69.0
2018-07-19,73.0,79.0,69.0
2018-07-20,71.0,76.0,68.0
2018-07-21,71.0,77.0,69.0
2018-07-22,73.0,80.0,68.0
2018-07-23,75.0,85.0,70.0
2018-07-24,76.0,85.0,69.0
2018-07-25,75.0,78.0,70.0
2018-07-26,73.0,81.0,70.0
2018-07-27,72.0,76.0,68.0
2018-07-28,73.0,79.0,69.0
2018-07-29,74.0,83.0,68.0
2018-07-30,72.0,78.0,69.0
2018-07-31,74.0,81.0,69.0
2018-08-01,74.0,82.0,70.0
2018-08-02,74.0,80.0,70.0
2018-08-03,74.0,79.0,69.0
2018-08-04,73.0,81.0,67.0
2018-08-05,73.0,79.0,68.0
2018-08-06,74.0,83.0,68.0
2018-08-07,77.0,89.0,70.0
2018-08-08,79.0,94.0,70.0
2018-08-09,77.0,86.0,69.0
2018-08-10,78.0,87.0,73.0
2018-08-11,78.0,84.0,71.0
2018-08-12,75.0,81.0,69.0
2018-08-13,73.0,79.0,69.0
2018-08-14,72.0,78.0,69.0
2018-08-15,74.0,79.0,70.0
2018-08-16,75.0,81.0,72.0
2018-08-17,76.0,81.0,72.0
2018-08-18,74.0,79.0,71.0
2018-08-19,74.0,79.0,70.0
2018-08-20,74.0,82.0,71.0
2018-08-21,74.0,80.0,71.0
2018-08-22,74.0,78.0,69.0
2018-08-23,73.0,78.0,69.0
2018-08-24,72.0,78.0,68.0
2018-08-25,71.0,77.0,65.0
2018-08-26,71.0,78.0,67.0
2018-08-27,70.0,77.0,67.0
2018-08-28,70.0,76.0,66.0
2018-08-29,71.0,78.0,67.0
2018-08-30,71.0,78.0,64.0
2018-08-31,71.0,77.0,65.0
2018-09-01,71.0,79.0,65.0
2018-09-02,71.0,77.0,69.0
2018-09-03,72.0,77.0,69.0
2018-09-04,69.0,71.0,68.0
2018-09-05,69.0,74.0,66.0
2018-09-06,68.0,73.0,65.0
2018-09-07,68.0,74.0,65.0
2018-09-08,68.0,74.0,64.0
2018-09-09,69.0,82.0,64.0
2018-09-10,70.0,77.0,67.0
2018-09-11,71.0,77.0,67.0
2018-09-12,71.0,77.0,67.0
2018-09-13,70.0,77.0,65.0
2018-09-14,72.0,81.0,64.0
2018-09-15,72.0,80.0,67.0
2018-09-16,71.0,79.0,63.0
2018-09-17,70.0,79.0,61.0
2018-09-18,69.0,78.0,61.0
2018-09-19,67.0,74.0,61.0
2018-09-20,69.0,77.0,62.0
2018-09-21,69.0,74.0,65.0
2018-09-22,68.0,74.0,64.0
2018-09-23,68.0,73.0,65.0
2018-09-24,67.0,73.0,64.0
2018-09-25,66.0,71.0,63.0
2018-09-26,66.0,71.0,63.0
2018-09-27,67.0,71.0,65.0
2018-09-28,67.0,74.0,65.0
2018-09-29,68.0,76.0,64.0
2018-09-30,68.0,76.0,61.0
2018-10-01,72.0,83.0,66.0
2018-10-02,71.0,76.0,67.0
2018-10-03,71.0,77.0,67.0
2018-10-04,70.0,75.0,65.0
2018-10-05,68.0,73.0,65.0
2018-10-06,68.0,75.0,63.0
2018-10-07,68.0,74.0,61.0
2018-10-08,68.0,73.0,64.0
2018-10-09,68.0,74.0,64.0
2018-10-10,66.0,72.0,62.0
2018-10-11,67.0,73.0,63.0
2018-10-12,68.0,74.0,61.0
2018-10-13,66.0,69.0,63.0
2018-10-14,67.0,71.0,65.0
2018-10-15,69.0,84.0,60.0
2018-10-16,71.0,81.0,56.0
2018-10-17,69.0,81.0,59.0
2018-10-18,69.0,83.0,59.0
2018-10-19,73.0,89.0,59.0
2018-10-20,73.0,87.0,62.0
2018-10-21,69.0,76.0,61.0
2018-10-22,67.0,72.0,63.0
2018-10-23,66.0,69.0,63.0
2018-10-24,66.0,73.0,60.0
2018-10-25,67.0,75.0,63.0
2018-10-26,66.0,73.0,61.0
2018-10-27,65.0,74.0,60.0
2018-10-28,63.0,72.0,59.0
2018-10-29,63.0,68.0,58.0
2018-10-30,65.0,72.0,60.0
2018-10-31,66.0,77.0,56.0
2018-11-01,67.0,81.0,57.0
2018-11-02,70.0,86.0,59.0
2018-11-03,70.0,81.0,60.0
2018-11-04,68.0,77.0,60.0
2018-11-05,66.0,74.0,62.0
2018-11-06,67.0,73.0,65.0
2018-11-07,66.0,70.0,61.0
2018-11-08,64.0,72.0,59.0
2018-11-09,68.0,84.0,50.0
2018-11-10,67.0,77.0,56.0
2018-11-11,62.0,78.0,50.0
2018-11-12,64.0,77.0,50.0
2018-11-13,65.0,77.0,52.0
2018-11-14,68.0,80.0,57.0
2018-11-15,66.0,79.0,54.0
2018-11-16,65.0,76.0,54.0
2018-11-17,63.0,70.0,58.0
2018-11-18,63.0,71.0,57.0
2018-11-19,62.0,70.0,53.0
2018-11-20,62.0,71.0,53.0
2018-11-21,62.0,70.0,55.0
2018-11-22,62.0,67.0,57.0
2018-11-23,61.0,67.0,55.0
2018-11-24,62.0,69.0,54.0
2018-11-25,63.0,75.0,57.0
2018-11-26,65.0,77.0,55.0
2018-11-27,65.0,74.0,56.0
2018-11-28,62.0,68.0,55.0
2018-11-29,62.0,66.0,56.0
2018-11-30,59.0,65.0,54.0
2018-12-01,59.0,65.0,51.0
2018-12-02,59.0,64.0,53.0
2018-12-03,58.0,67.0,52.0
2018-12-04,60.0,71.0,53.0
2018-12-05,57.0,60.0,52.0
2018-12-06,54.0,59.0,51.0
2018-12-07,57.0,69.0,50.0
2018-12-08,61.0,70.0,52.0
2018-12-09,61.0,72.0,53.0
2018-12-10,61.0,68.0,54.0
2018-12-11,60.0,67.0,53.0
2018-12-12,58.0,65.0,52.0
2018-12-13,61.0,78.0,51.0
2018-12-14,62.0,67.0,56.0
2018-12-15,61.0,68.0,50.0
2018-12-16,58.0,67.0,49.0
2018-12-17,60.0,65.0,55.0
2018-12-18,59.0,64.0,54.0
2018-12-19,59.0,72.0,50.0
2018-12-20,60.0,71.0,49.0
2018-12-21,61.0,67.0,55.0
2018-12-22,59.0,65.0,51.0
2018-12-23,57.0,64.0,50.0
2018-12-24,58.0,63.0,54.0
2018-12-25,61.0,67.0,57.0
2018-12-26,59.0,65.0,48.0
2018-12-27,56.0,67.0,48.0
2018-12-28,56.0,61.0,49.0
2018-12-29,53.0,61.0,40.0
2018-12-30,53.0,63.0,42.0
2018-12-31,56.0,64.0,48.0
2019-01-01,54.0,62.0,41.0
2019-01-02,52.0,61.0,39.0
2019-01-03,54.0,66.0,45.0
2019-01-04,54.0,63.0,44.0
2019-01-05,54.0,58.0,48.0
2019-01-06,53.0,59.0,49.0
2019-01-07,54.0,60.0,51.0
2019-01-08,59.0,71.0,51.0
2019-01-09,57.0,63.0,48.0
2019-01-10,57.0,61.0,50.0
2019-01-11,56.0,65.0,51.0
2019-01-12,55.0,61.0,52.0
2019-01-13,54.0,61.0,46.0
2019-01-14,55.0,57.0,51.0
2019-01-15,54.0,59.0,50.0
2019-01-16,55.0,61.0,54.0
2019-01-17,60.0,61.0,58.0
2019-01-18,59.0,64.0,54.0
2019-01-19,61.0,76.0,52.0
2019-01-20,62.0,70.0,54.0
2019-01-21,59.0,62.0,54.0
2019-01-22,58.0,65.0,52.0
2019-01-23,56.0,65.0,45.0
2019-01-24,59.0,78.0,49.0
2019-01-25,62.0,75.0,50.0
2019-01-26,62.0,74.0,50.0
2019-01-27,63.0,73.0,51.0
2019-01-28,60.0,70.0,49.0
2019-01-29,61.0,68.0,55.0
2019-01-30,59.0,64.0,55.0
2019-01-31,58.0,60.0,53.0
2019-02-01,55.0,63.0,49.0
2019-02-02,57.0,60.0,52.0
2019-02-03,56.0,59.0,51.0
2019-02-04,56.0,60.0,53.0
2019-02-05,54.0,56.0,47.0
2019-02-06,50.0,55.0,44.0
2019-02-07,51.0,61.0,42.0
2019-02-08,53.0,61.0,42.0
2019-02-09,52.0,58.0,46.0
2019-02-10,52.0,58.0,48.0
2019-02-11,51.0,59.0,42.0
2019-02-12,54.0,68.0,44.0
2019-02-13,55.0,61.0,51.0
2019-02-14,57.0,63.0,53.0
2019-02-15,56.0,60.0,50.0
2019-02-16,53.0,59.0,48.0
2019-02-17,53.0,56.0,45.0
2019-02-18,52.0,59.0,46.0
2019-02-19,52.0,58.0,42.0
2019-02-20,50.0,58.0,42.0
2019-02-21,51.0,57.0,45.0
2019-02-22,50.0,60.0,41.0
