date,TAVG,TMAX,TMIN
2019-02-23,52.0,61.0,41.0
2019-02-24,54.0,64.0,45.0
2019-02-25,56.0,65.0,47.0
2019-02-26,55.0,62.0,48.0
2019-02-27,57.0,63.0,53.0
2019-02-28,58.0,64.0,55.0
2019-03-01,58.0,62.0,56.0
2019-03-02,58.0,62.0,55.0
2019-03-03,57.0,59.0,55.0
2019-03-04,57.0,61.0,54.0
2019-03-05,55.0,62.0,48.0
2019-03-06,58.0,61.0,55.0
2019-03-07,57.0,60.0,52.0
2019-03-08,55.0,59.0,50.0
2019-03-09,54.0,61.0,47.0
2019-03-10,53.0,60.0,48.0
2019-03-11,56.0,67.0,49.0
2019-03-12,62.0,68.0,53.0
2019-03-13,59.0,68.0,54.0
2019-03-14,59.0,70.0,49.0
2019-03-15,62.0,74.0,48.0
2019-03-16,67.0,78.0,50.0
2019-03-17,66.0,81.0,56.0
2019-03-18,64.0,73.0,55.0
2019-03-19,59.0,65.0,53.0
2019-03-20,60.0,66.0,55.0
2019-03-21,57.0,62.0,54.0
2019-03-22,56.0,65.0,48.0
2019-03-23,59.0,65.0,56.0
2019-03-24,59.0,66.0,51.0
2019-03-25,59.0,68.0,51.0
2019-03-26,59.0,67.0,52.0
2019-03-27,60.0,67.0,55.0
2019-03-28,61.0,66.0,55.0
2019-03-29,60.0,70.0,52.0
2019-03-30,62.0,73.0,50.0
2019-03-31,67.0,81.0,56.0
2019-04-01,69.0,81.0,60.0
2019-04-02,64.0,69.0,58.0
2019-04-03,61.0,67.0,57.0
2019-04-04,60.0,66.0,57.0
2019-04-05,60.0,66.0,54.0
2019-04-06,61.0,67.0,58.0
2019-04-07,63.0,74.0,57.0
2019-04-08,67.0,79.0,58.0
2019-04-09,66.0,77.0,59.0
2019-04-10,67.0,74.0,61.0
2019-04-11,65.0,70.0,55.0
2019-04-12,64.0,73.0,57.0
2019-04-13,62.0,72.0,53.0
2019-04-14,60.0,64.0,53.0
2019-04-15,56.0,63.0,52.0
2019-04-16,59.0,65.0,57.0
2019-04-17,61.0,72.0,53.0
2019-04-18,63.0,73.0,54.0
2019-04-19,60.0,63.0,56.0
2019-04-20,58.0,64.0,57.0
2019-04-21,59.0,66.0,53.0
2019-04-22,60.0,66.0,53.0
2019-04-23,62.0,72.0,55.0
2019-04-24,62.0,72.0,57.0
2019-04-25,61.0,68.0,57.0
2019-04-26,60.0,65.0,57.0
2019-04-27,60.0,65.0,58.0
2019-04-28,61.0,66.0,58.0
2019-04-29,61.0,67.0,57.0
2019-04-30,60.0,66.0,57.0
2019-05-01,60.0,67.0,54.0
2019-05-02,61.0,67.0,55.0
2019-05-03,62.0,68.0,58.0
2019-05-04,63.0,68.0,59.0
2019-05-05,62.0,67.0,59.0
2019-05-06,61.0,67.0,58.0
2019-05-07,61.0,66.0,58.0
2019-05-08,62.0,65.0,59.0
2019-05-09,61.0,64.0,60.0
2019-05-10,63.0,71.0,60.0
2019-05-11,64.0,72.0,59.0
2019-05-12,65.0,73.0,57.0
2019-05-13,64.0,68.0,61.0
2019-05-14,64.0,68.0,60.0
2019-05-15,62.0,67.0,61.0
2019-05-16,62.0,68.0,58.0
2019-05-17,62.0,68.0,55.0
2019-05-18,62.0,70.0,54.0
2019-05-19,58.0,64.0,52.0
2019-05-20,60.0,67.0,55.0
2019-05-21,60.0,66.0,59.0
2019-05-22,61.0,67.0,56.0
2019-05-23,60.0,65.0,55.0
2019-05-24,61.0,68.0,55.0
2019-05-25,61.0,67.0,56.0
2019-05-26,60.0,62.0,55.0
2019-05-27,58.0,66.0,50.0
2019-05-28,60.0,67.0,53.0
2019-05-29,63.0,69.0,56.0
2019-05-30,62.0,68.0,58.0
2019-05-31,61.0,67.0,59.0
2019-06-01,62.0,66.0,59.0
2019-06-02,62.0,67.0,60.0
2019-06-03,63.0,69.0,59.0
2019-06-04,62.0,69.0,60.0
2019-06-05,64.0,70.0,60.0
2019-06-06,64.0,69.0,60.0
2019-06-07,64.0,69.0,61.0
2019-06-08,65.0,72.0,62.0
2019-06-09,66.0,72.0,61.0
2019-06-10,67.0,80.0,62.0
2019-06-11,68.0,76.0,63.0
2019-06-12,68.0,72.0,61.0
2019-06-13,63.0,69.0,61.0
2019-06-14,64.0,70.0,62.0
2019-06-15,65.0,72.0,63.0
2019-06-16,65.0,70.0,63.0
2019-06-17,64.0,70.0,62.0
2019-06-18,65.0,71.0,63.0
2019-06-19,67.0,72.0,64.0
2019-06-20,66.0,70.0,64.0
2019-06-21,65.0,70.0,62.0
2019-06-22,66.0,72.0,62.0
2019-06-23,66.0,71.0,61.0
2019-06-24,63.0,69.0,61.0
2019-06-25,64.0,68.0,63.0
2019-06-26,64.0,70.0,61.0
2019-06-27,65.0,72.0,62.0
2019-06-28,67.0,73.0,63.0
2019-06-29,68.0,78.0,62.0
2019-06-30,69.0,78.0,64.0
2019-07-01,69.0,75.0,63.0
2019-07-02,69.0,75.0,62.0
2019-07-03,69.0,75.0,64.0
2019-07-04,68.0,74.0,63.0
2019-07-05,67.0,74.0,62.0
2019-07-06,67.0,72.0,63.0
2019-07-07,66.0,72.0,64.0
2019-07-08,68.0,74.0,64.0
2019-07-09,68.0,75.0,63.0
2019-07-10,67.0,72.0,63.0
2019-07-11,68.0,74.0,64.0
2019-07-12,68.0,75.0,64.0
2019-07-13,68.0,75.0,64.0
2019-07-14,67.0,73.0,63.0
2019-07-15,66.0,72.0,63.0
2019-07-16,66.0,73.0,62.0
2019-07-17,68.0,74.0,64.0
2019-07-18,69.0,73.0,62.0
2019-07-19,66.0,73.0,62.0
2019-07-20,68.0,74.0,64.0
2019-07-21,67.0,72.0,63.0
2019-07-22,67.0,75.0,63.0
2019-07-23,70.0,80.0,64.0
2019-07-24,73.0,83.0,67.0
2019-07-25,75.0,87.0,70.0
2019-07-26,74.0,80.0,69.0
2019-07-27,71.0,79.0,66.0
2019-07-28,69.0,73.0,64.0
2019-07-29,67.0,73.0,63.0
2019-07-30,68.0,74.0,63.0
2019-07-31,68.0,74.0,64.0
2019-08-01,67.0,72.0,63.0
2019-08-02,68.0,75.0,62.0
2019-08-03,69.0,74.0,64.0
2019-08-04,68.0,74.0,63.0
2019-08-05,66.0,71.0,62.0
2019-08-06,67.0,73.0,63.0
2019-08-07,67.0,73.0,61.0
2019-08-08,64.0,69.0,61.0
2019-08-09,65.0,72.0,60.0
2019-08-10,66.0,73.0,61.0
2019-08-11,67.0,74.0,62.0
2019-08-12,66.0,73.0,62.0
2019-08-13,66.0,71.0,61.0
2019-08-14,65.0,74.0,61.0
2019-08-15,67.0,75.0,62.0
2019-08-16,68.0,75.0,64.0
2019-08-17,69.0,76.0,66.0
2019-08-18,70.0,76.0,66.0
2019-08-19,70.0,77.0,66.0
2019-08-20,71.0,78.0,65.0
2019-08-21,73.0,80.0,61.0
2019-08-22,73.0,80.0,67.0
2019-08-23,72.0,83.0,67.0
2019-08-24,73.0,80.0,68.0
2019-08-25,73.0,80.0,68.0
2019-08-26,74.0,85.0,69.0
2019-08-27,74.0,80.0,70.0
2019-08-28,74.0,80.0,70.0
2019-08-29,73.0,80.0,69.0
2019-08-30,76.0,82.0,70.0
2019-08-31,74.0,80.0,69.0
2019-09-01,73.0,78.0,68.0
2019-09-02,75.0,93.0,69.0
2019-09-03,75.0,84.0,69.0
2019-09-04,77.0,86.0,72.0
2019-09-05,77.0,87.0,71.0
2019-09-06,77.0,84.0,71.0
2019-09-07,76.0,83.0,66.0
2019-09-08,71.0,78.0,65.0
2019-09-09,72.0,79.0,66.0
2019-09-10,72.0,78.0,69.0
2019-09-11,71.0,78.0,66.0
2019-09-12,72.0,79.0,67.0
2019-09-13,73.0,81.0,68.0
2019-09-14,76.0,85.0,68.0
2019-09-15,73.0,81.0,68.0
2019-09-16,71.0,78.0,67.0
2019-09-17,72.0,79.0,66.0
2019-09-18,72.0,78.0,65.0
2019-09-19,71.0,78.0,65.0
2019-09-20,70.0,77.0,64.0
2019-09-21,72.0,81.0,65.0
2019-09-22,74.0,89.0,68.0
2019-09-23,72.0,79.0,67.0
2019-09-24,70.0,77.0,66.0
2019-09-25,73.0,85.0,66.0
2019-09-26,73.0,78.0,70.0
2019-09-27,71.0,75.0,68.0
2019-09-28,69.0,72.0,64.0
2019-09-29,67.0,73.0,58.0
2019-09-30,66.0,73.0,57.0
2019-10-01,67.0,75.0,59.0
2019-10-02,66.0,73.0,54.0
2019-10-03,64.0,72.0,54.0
2019-10-04,64.0,75.0,56.0
2019-10-05,68.0,77.0,60.0
2019-10-06,69.0,81.0,60.0
2019-10-07,69.0,78.0,61.0
2019-10-08,68.0,75.0,62.0
2019-10-09,67.0,73.0,63.0
2019-10-10,68.0,78.0,64.0
2019-10-11,72.0,90.0,57.0
2019-10-12,71.0,79.0,60.0
2019-10-13,67.0,73.0,58.0
2019-10-14,67.0,72.0,62.0
2019-10-15,67.0,75.0,59.0
2019-10-16,70.0,94.0,61.0
2019-10-17,69.0,77.0,63.0
2019-10-18,67.0,75.0,60.0
2019-10-19,67.0,75.0,57.0
2019-10-20,68.0,83.0,59.0
2019-10-21,78.0,90.0,66.0
2019-10-22,78.0,96.0,66.0
2019-10-23,75.0,91.0,64.0
2019-10-24,77.0,98.0,64.0
2019-10-25,82.0,94.0,66.0
2019-10-26,76.0,88.0,63.0
2019-10-27,69.0,72.0,61.0
2019-10-28,66.0,76.0,58.0
2019-10-29,64.0,71.0,53.0
2019-10-30,65.0,79.0,55.0
2019-10-31,66.0,82.0,53.0
2019-11-01,67.0,82.0,53.0
2019-11-02,65.0,82.0,53.0
2019-11-03,65.0,77.0,52.0
2019-11-04,64.0,75.0,53.0
2019-11-05,64.0,72.0,57.0
2019-11-06,63.0,68.0,58.0
2019-11-07,63.0,68.0,59.0
2019-11-08,65.0,78.0,56.0
2019-11-09,72.0,90.0,59.0
2019-11-10,66.0,72.0,60.0
2019-11-11,64.0,68.0,62.0
2019-11-12,64.0,69.0,60.0
2019-11-13,63.0,68.0,60.0
2019-11-14,62.0,69.0,57.0
2019-11-15,63.0,70.0,57.0
2019-11-16,63.0,72.0,55.0
2019-11-17,70.0,93.0,55.0
2019-11-18,78.0,93.0,62.0
2019-11-19,70.0,79.0,62.0
2019-11-20,61.0,63.0,53.0
2019-11-21,58.0,67.0,53.0
2019-11-22,62.0,71.0,55.0
2019-11-23,64.0,75.0,56.0
2019-11-24,65.0,78.0,53.0
2019-11-25,61.0,70.0,51.0
2019-11-26,62.0,67.0,55.0
2019-11-27,58.0,59.0,50.0
2019-11-28,52.0,53.0,46.0
2019-11-29,49.0,59.0,43.0
2019-11-30,53.0,61.0,44.0
2019-12-01,57.0,65.0,51.0
2019-12-02,59.0,69.0,52.0
2019-12-03,61.0,67.0,54.0
2019-12-04,61.0,64.0,56.0
2019-12-05,60.0,69.0,53.0
2019-12-06,61.0,67.0,56.0
2019-12-07,63.0,67.0,61.0
2019-12-08,63.0,65.0,58.0
2019-12-09,59.0,68.0,51.0
2019-12-10,59.0,69.0,52.0
2019-12-11,58.0,65.0,50.0
2019-12-12,61.0,71.0,54.0
2019-12-13,60.0,65.0,53.0
2019-12-14,62.0,66.0,58.0
2019-12-15,60.0,66.0,55.0
2019-12-16,57.0,69.0,47.0
2019-12-17,59.0,72.0,45.0
2019-12-18,58.0,65.0,49.0
2019-12-19,56.0,67.0,45.0
2019-12-20,62.0,78.0,50.0
2019-12-21,65.0,74.0,56.0
2019-12-22,62.0,67.0,52.0
2019-12-23,57.0,59.0,52.0
2019-12-24,55.0,61.0,49.0
2019-12-25,54.0,58.0,47.0
2019-12-26,53.0,57.0,46.0
2019-12-27,53.0,62.0,43.0
2019-12-28,55.0,63.0,46.0
2019-12-29,55.0,62.0,47.0
2019-12-30,57.0,64.0,53.0
2019-12-31,61.0,73.0,51.0
2020-01-01,61.0,67.0,50.0
2020-01-02,58.0,65.0,52.0
2020-01-03,60.0,72.0,52.0
2020-01-04,59.0,67.0,49.0
2020-01-05,58.0,68.0,49.0
2020-01-06,61.0,79.0,47.0
2020-01-07,66.0,79.0,55.0
2020-01-08,58.0,64.0,50.0
2020-01-09,57.0,61.0,54.0
2020-01-10,57.0,66.0,46.0
2020-01-11,56.0,63.0,48.0
2020-01-12,56.0,63.0,49.0
2020-01-13,56.0,62.0,50.0
2020-01-14,55.0,62.0,48.0
2020-01-15,55.0,64.0,47.0
2020-01-16,56.0,61.0,49.0
2020-01-17,55.0,62.0,50.0
2020-01-18,58.0,71.0,48.0
2020-01-19,62.0,77.0,52.0
2020-01-20,61.0,62.0,55.0
2020-01-21,60.0,62.0,56.0
2020-01-22,57.0,64.0,51.0
2020-01-23,59.0,69.0,51.0
2020-01-24,61.0,72.0,51.0
2020-01-25,58.0,65.0,50.0
2020-01-26,58.0,62.0,56.0
2020-01-27,58.0,70.0,50.0
2020-01-28,64.0,72.0,54.0
2020-01-29,67.0,78.0,62.0
2020-01-30,66.0,73.0,52.0
2020-01-31,63.0,81.0,51.0
2020-02-01,67.0,81.0,57.0
2020-02-02,62.0,67.0,53.0
2020-02-03,57.0,63.0,50.0
2020-02-04,53.0,60.0,44.0
2020-02-05,53.0,62.0,44.0
2020-02-06,55.0,64.0,45.0
2020-02-07,56.0,64.0,48.0
2020-02-08,57.0,64.0,50.0
2020-02-09,57.0,63.0,55.0
2020-02-10,61.0,77.0,54.0
2020-02-11,65.0,73.0,50.0
2020-02-12,59.0,66.0,49.0
2020-02-13,58.0,66.0,51.0
2020-02-14,58.0,66.0,50.0
2020-02-15,57.0,65.0,48.0
2020-02-16,58.0,67.0,51.0
2020-02-17,58.0,65.0,50.0
2020-02-18,60.0,68.0,55.0
2020-02-19,62.0,66.0,58.0
2020-02-20,61.0,77.0,53.0
2020-02-21,64.0,78.0,56.0
2020-02-22,62.0,66.0,57.0
2020-02-23,60.0,65.0,55.0
2020-02-24,59.0,66.0,51.0
2020-02-25,62.0,79.0,51.0
2020-02-26,68.0,81.0,55.0
2020-02-27,70.0,85.0,58.0
2020-02-28,73.0,87.0,62.0
2020-02-29,65.0,72.0,57.0
2020-03-01,60.0,63.0,53.0
2020-03-02,58.0,76.0,51.0
2020-03-03,69.0,80.0,59.0
2020-03-04,62.0,73.0,55.0
2020-03-05,60.0,67.0,56.0
2020-03-06,60.0,67.0,54.0
2020-03-07,59.0,65.0,56.0
2020-03-08,58.0,64.0,52.0
2020-03-09,60.0,73.0,51.0
2020-03-10,63.0,67.0,58.0
2020-03-11,64.0,70.0,59.0
2020-03-12,60.0,62.0,56.0
2020-03-13,57.0,60.0,54.0
2020-03-14,58.0,62.0,57.0
2020-03-15,59.0,65.0,54.0
2020-03-16,59.0,64.0,52.0
2020-03-17,54.0,61.0,47.0
2020-03-18,55.0,64.0,48.0
2020-03-19,58.0,62.0,52.0
2020-03-20,57.0,66.0,51.0
2020-03-21,61.0,66.0,55.0
2020-03-22,60.0,70.0,52.0
2020-03-23,60.0,65.0,57.0
2020-03-24,59.0,65.0,53.0
2020-03-25,59.0,63.0,54.0
2020-03-26,57.0,62.0,49.0
2020-03-27,57.0,64.0,51.0
2020-03-28,58.0,65.0,50.0
2020-03-29,59.0,66.0,51.0
2020-03-30,60.0,70.0,52.0
2020-03-31,62.0,72.0,55.0
2020-04-01,63.0,69.0,57.0
2020-04-02,63.0,69.0,59.0
2020-04-03,62.0,67.0,54.0
2020-04-04,60.0,67.0,55.0
2020-04-05,60.0,65.0,57.0
2020-04-06,59.0,62.0,56.0
2020-04-07,59.0,66.0,53.0
2020-04-08,55.0,62.0,51.0
2020-04-09,55.0,57.0,51.0
2020-04-10,55.0,67.0,52.0
2020-04-11,60.0,68.0,51.0
2020-04-12,60.0,62.0,59.0
2020-04-13,61.0,65.0,57.0
2020-04-14,60.0,67.0,55.0
2020-04-15,65.0,79.0,55.0
2020-04-16,64.0,70.0,55.0
2020-04-17,61.0,67.0,58.0
2020-04-18,62.0,67.0,60.0
2020-04-19,62.0,67.0,59.0
2020-04-20,62.0,67.0,57.0
2020-04-21,62.0,70.0,57.0
2020-04-22,65.0,81.0,57.0
2020-04-23,72.0,86.0,61.0
2020-04-24,71.0,85.0,63.0
2020-04-25,73.0,84.0,63.0
2020-04-26,67.0,74.0,58.0
2020-04-27,66.0,73.0,61.0
2020-04-28,68.0,75.0,62.0
2020-04-29,65.0,71.0,62.0
2020-04-30,65.0,70.0,62.0
2020-05-01,65.0,72.0,62.0
2020-05-02,67.0,73.0,61.0
2020-05-03,66.0,72.0,59.0
2020-05-04,66.0,74.0,59.0
2020-05-05,70.0,80.0,63.0
2020-05-06,72.0,86.0,62.0
2020-05-07,74.0,87.0,65.0
2020-05-08,71.0,77.0,63.0
2020-05-09,69.0,74.0,56.0
2020-05-10,66.0,71.0,62.0
2020-05-11,65.0,71.0,62.0
2020-05-12,64.0,72.0,59.0
2020-05-13,65.0,71.0,59.0
2020-05-14,66.0,73.0,58.0
2020-05-15,65.0,73.0,59.0
2020-05-16,66.0,74.0,59.0
2020-05-17,66.0,75.0,60.0
2020-05-18,64.0,70.0,59.0
2020-05-19,62.0,68.0,56.0
2020-05-20,62.0,68.0,54.0
2020-05-21,64.0,73.0,57.0
2020-05-22,66.0,75.0,59.0
2020-05-23,64.0,70.0,59.0
2020-05-24,64.0,70.0,59.0
2020-05-25,63.0,69.0,59.0
2020-05-26,63.0,69.0,58.0
2020-05-27,62.0,69.0,57.0
2020-05-28,62.0,68.0,59.0
2020-05-29,62.0,68.0,60.0
2020-05-30,64.0,71.0,60.0
2020-05-31,64.0,70.0,58.0
2020-06-01,65.0,75.0,60.0
2020-06-02,67.0,76.0,60.0
2020-06-03,67.0,78.0,61.0
2020-06-04,67.0,74.0,62.0
2020-06-05,67.0,70.0,63.0
2020-06-06,65.0,69.0,61.0
2020-06-07,65.0,72.0,58.0
2020-06-08,71.0,84.0,65.0
2020-06-09,78.0,93.0,63.0
2020-06-10,78.0,89.0,67.0
2020-06-11,72.0,78.0,60.0
2020-06-12,65.0,70.0,61.0
2020-06-13,65.0,73.0,59.0
2020-06-14,65.0,73.0,59.0
2020-06-15,67.0,74.0,60.0
2020-06-16,66.0,71.0,63.0
2020-06-17,67.0,74.0,62.0
2020-06-18,65.0,70.0,62.0
2020-06-19,66.0,71.0,63.0
2020-06-20,65.0,70.0,62.0
2020-06-21,66.0,72.0,63.0
2020-06-22,66.0,73.0,62.0
2020-06-23,65.0,71.0,61.0
2020-06-24,64.0,70.0,61.0
2020-06-25,65.0,72.0,63.0
2020-06-26,65.0,70.0,62.0
2020-06-27,65.0,71.0,61.0
2020-06-28,66.0,69.0,63.0
2020-06-29,66.0,71.0,63.0
2020-06-30,65.0,71.0,62.0
2020-07-01,65.0,71.0,63.0
2020-07-02,67.0,74.0,62.0
2020-07-03,66.0,72.0,61.0
2020-07-04,68.0,76.0,62.0
2020-07-05,70.0,80.0,63.0
2020-07-06,70.0,78.0,63.0
2020-07-07,70.0,76.0,64.0
2020-07-08,69.0,76.0,62.0
2020-07-09,68.0,75.0,63.0
2020-07-10,68.0,76.0,63.0
2020-07-11,69.0,79.0,63.0
2020-07-12,73.0,81.0,67.0
2020-07-13,71.0,78.0,64.0
2020-07-14,69.0,75.0,63.0
2020-07-15,67.0,72.0,62.0
2020-07-16,66.0,72.0,62.0
2020-07-17,67.0,74.0,63.0
2020-07-18,67.0,72.0,62.0
2020-07-19,65.0,71.0,61.0
2020-07-20,65.0,71.0,60.0
2020-07-21,66.0,73.0,59.0
2020-07-22,63.0,70.0,59.0
2020-07-23,65.0,73.0,61.0
2020-07-24,66.0,73.0,61.0
2020-07-25,66.0,72.0,61.0
2020-07-26,64.0,69.0,60.0
2020-07-27,64.0,68.0,60.0
2020-07-28,63.0,70.0,60.0
2020-07-29,64.0,69.0,59.0
2020-07-30,62.0,71.0,58.0
2020-07-31,67.0,76.0,62.0
2020-08-01,69.0,81.0,61.0
2020-08-02,69.0,75.0,63.0
2020-08-03,69.0,73.0,65.0
2020-08-04,68.0,74.0,64.0
2020-08-05,67.0,73.0,63.0
2020-08-06,67.0,74.0,63.0
2020-08-07,67.0,73.0,61.0
2020-08-08,66.0,72.0,62.0
2020-08-09,65.0,71.0,61.0
2020-08-10,65.0,71.0,62.0
2020-08-11,64.0,69.0,60.0
2020-08-12,65.0,73.0,60.0
2020-08-13,70.0,83.0,66.0
2020-08-14,74.0,81.0,68.0
2020-08-15,75.0,87.0,69.0
2020-08-16,78.0,93.0,68.0
2020-08-17,72.0,78.0,67.0
2020-08-18,74.0,85.0,69.0
2020-08-19,77.0,85.0,73.0
2020-08-20,76.0,85.0,72.0
2020-08-21,75.0,81.0,70.0
2020-08-22,77.0,90.0,70.0
2020-08-23,77.0,83.0,71.0
2020-08-24,72.0,74.0,69.0
2020-08-25,71.0,76.0,67.0
2020-08-26,70.0,76.0,66.0
2020-08-27,71.0,79.0,67.0
2020-08-28,69.0,75.0,62.0
2020-08-29,66.0,72.0,62.0
2020-08-30,67.0,73.0,62.0
2020-08-31,67.0,72.0,64.0
2020-09-01,67.0,74.0,64.0
2020-09-02,67.0,72.0,63.0
2020-09-03,68.0,74.0,63.0
2020-09-04,69.0,77.0,64.0
2020-09-05,73.0,86.0,67.0
2020-09-06,83.0,99.0,71.0
2020-09-07,79.0,83.0,70.0
2020-09-08,73.0,77.0,69.0
2020-09-09,70.0,73.0,64.0
2020-09-10,66.0,70.0,62.0
2020-09-11,67.0,75.0,61.0
2020-09-12,67.0,74.0,60.0
2020-09-13,66.0,75.0,60.0
2020-09-14,68.0,77.0,61.0
2020-09-15,69.0,76.0,62.0
2020-09-16,70.0,81.0,62.0
2020-09-17,71.0,82.0,62.0
2020-09-18,72.0,87.0,63.0
2020-09-19,71.0,77.0,65.0
2020-09-20,67.0,74.0,60.0
2020-09-21,67.0,73.0,64.0
2020-09-22,67.0,74.0,64.0
2020-09-23,67.0,75.0,63.0
2020-09-24,68.0,81.0,61.0
2020-09-25,68.0,75.0,64.0
2020-09-26,69.0,77.0,64.0
2020-09-27,69.0,74.0,63.0
2020-09-28,69.0,75.0,65.0
2020-09-29,68.0,80.0,64.0
2020-09-30,74.0,92.0,66.0
2020-10-01,78.0,92.0,67.0
2020-10-02,76.0,92.0,66.0
2020-10-03,75.0,86.0,66.0
2020-10-04,71.0,84.0,62.0
2020-10-05,71.0,78.0,65.0
2020-10-06,69.0,84.0,63.0
2020-10-07,68.0,74.0,63.0
2020-10-08,68.0,74.0,64.0
2020-10-09,67.0,73.0,64.0
2020-10-10,68.0,73.0,65.0
2020-10-11,67.0,73.0,61.0
2020-10-12,70.0,80.0,63.0
2020-10-13,74.0,86.0,65.0
2020-10-14,73.0,86.0,64.0
2020-10-15,73.0,82.0,64.0
2020-10-16,71.0,81.0,63.0
2020-10-17,71.0,80.0,64.0
2020-10-18,68.0,74.0,63.0
2020-10-19,67.0,74.0,63.0
2020-10-20,67.0,73.0,64.0
2020-10-21,66.0,71.0,64.0
2020-10-22,67.0,70.0,65.0
2020-10-23,67.0,69.0,63.0
2020-10-24,66.0,70.0,64.0
2020-10-25,65.0,69.0,59.0
2020-10-26,63.0,75.0,57.0
2020-10-27,64.0,76.0,52.0
2020-10-28,64.0,74.0,54.0
2020-10-29,63.0,73.0,55.0
2020-10-30,64.0,76.0,53.0
2020-10-31,63.0,75.0,54.0
2020-11-01,64.0,76.0,55.0
2020-11-02,63.0,69.0,58.0
2020-11-03,62.0,72.0,57.0
2020-11-04,64.0,72.0,56.0
2020-11-05,68.0,88.0,58.0
2020-11-06,68.0,74.0,58.0
2020-11-07,59.0,62.0,52.0
2020-11-08,56.0,61.0,48.0
2020-11-09,54.0,62.0,45.0
2020-11-10,54.0,64.0,46.0
2020-11-11,55.0,64.0,46.0
2020-11-12,56.0,67.0,47.0
2020-11-13,56.0,65.0,48.0
2020-11-14,57.0,65.0,50.0
2020-11-15,62.0,82.0,51.0
2020-11-16,71.0,91.0,58.0
2020-11-17,64.0,75.0,54.0
2020-11-18,58.0,64.0,54.0
2020-11-19,59.0,62.0,52.0
2020-11-20,57.0,67.0,50.0
2020-11-21,60.0,71.0,52.0
2020-11-22,59.0,68.0,48.0
2020-11-23,56.0,62.0,49.0
2020-11-24,58.0,67.0,52.0
2020-11-25,57.0,63.0,50.0
2020-11-26,57.0,65.0,50.0
2020-11-27,58.0,67.0,43.0
2020-11-28,59.0,72.0,48.0
2020-11-29,59.0,74.0,48.0
2020-11-30,60.0,76.0,49.0
2020-12-01,59.0,72.0,48.0
2020-12-02,60.0,78.0,47.0
2020-12-03,61.0,75.0,49.0
2020-12-04,61.0,72.0,48.0
2020-12-05,56.0,71.0,46.0
2020-12-06,56.0,68.0,43.0
2020-12-07,56.0,75.0,46.0
2020-12-08,68.0,82.0,54.0
2020-12-09,64.0,70.0,53.0
2020-12-10,57.0,64.0,48.0
2020-12-11,56.0,62.0,51.0
2020-12-12,54.0,65.0,47.0
2020-12-13,59.0,69.0,49.0
2020-12-14,60.0,67.0,53.0
2020-12-15,57.0,68.0,46.0
2020-12-16,58.0,71.0,49.0
2020-12-17,56.0,62.0,49.0
2020-12-18,56.0,65.0,48.0
2020-12-19,57.0,70.0,46.0
2020-12-20,60.0,77.0,48.0
2020-12-21,63.0,80.0,53.0
2020-12-22,59.0,68.0,50.0
2020-12-23,56.0,67.0,49.0
2020-12-24,60.0,63.0,54.0
2020-12-25,60.0,75.0,49.0
2020-12-26,56.0,65.0,45.0
2020-12-27,57.0,64.0,52.0
2020-12-28,53.0,55.0,45.0
2020-12-29,49.0,65.0,42.0
2020-12-30,56.0,68.0,43.0
2020-12-31,54.0,68.0,43.0
2021-01-01,57.0,67.0,43.0
2021-01-02,54.0,63.0,46.0
2021-01-03,54.0,62.0,49.0
2021-01-04,54.0,59.0,48.0
2021-01-05,54.0,57.0,50.0
2021-01-06,54.0,66.0,48.0
2021-01-07,55.0,67.0,43.0
2021-01-08,52.0,67.0,45.0
2021-01-09,59.0,71.0,45.0
2021-01-10,60.0,70.0,48.0
2021-01-11,58.0,72.0,48.0
2021-01-12,59.0,71.0,50.0
2021-01-13,58.0,73.0,49.0
2021-01-14,60.0,79.0,48.0
2021-01-15,66.0,87.0,51.0
2021-01-16,67.0,82.0,55.0
2021-01-17,67.0,85.0,55.0
2021-01-18,63.0,77.0,51.0
2021-01-19,59.0,72.0,54.0
2021-01-20,65.0,77.0,55.0
2021-01-21,63.0,70.0,54.0
2021-01-22,57.0,61.0,52.0
2021-01-23,52.0,54.0,47.0
2021-01-24,49.0,57.0,42.0
2021-01-25,52.0,54.0,45.0
2021-01-26,49.0,56.0,43.0
2021-01-27,51.0,58.0,47.0
2021-01-28,53.0,63.0,44.0
2021-01-29,53.0,56.0,47.0
2021-01-30,50.0,59.0,43.0
2021-01-31,56.0,70.0,47.0
2021-02-01,61.0,69.0,56.0
2021-02-02,58.0,64.0,53.0
2021-02-03,55.0,61.0,49.0
2021-02-04,56.0,62.0,51.0
2021-02-05,55.0,62.0,47.0
2021-02-06,55.0,63.0,46.0
2021-02-07,54.0,63.0,46.0
2021-02-08,53.0,60.0,51.0
2021-02-09,55.0,59.0,53.0
2021-02-10,55.0,59.0,51.0
2021-02-11,54.0,63.0,47.0
2021-02-12,57.0,64.0,53.0
2021-02-13,56.0,61.0,51.0
2021-02-14,60.0,69.0,56.0
2021-02-15,57.0,64.0,49.0
2021-02-16,56.0,63.0,52.0
2021-02-17,58.0,68.0,47.0
2021-02-18,59.0,67.0,48.0
2021-02-19,56.0,66.0,46.0
2021-02-20,56.0,67.0,47.0
2021-02-21,60.0,71.0,44.0
2021-02-22,61.0,81.0,49.0
2021-02-23,62.0,74.0,50.0
2021-02-24,59.0,70.0,50.0
2021-02-25,58.0,72.0,49.0
2021-02-26,59.0,69.0,47.0
