GEOID,Geographic Area Name,Population
0500000US36085,"Richmond County, New York",495747
0500000US36087,"Rockland County, New York",338329
0500000US36089,"St. Lawrence County, New York",108505
0500000US36091,"Saratoga County, New York",235509
0500000US36093,"Schenectady County, New York",158061
0500000US36095,"Schoharie County, New York",29714
0500000US36097,"Schuyler County, New York",17898
0500000US36099,"Seneca County, New York",33814
0500000US36101,"Steuben County, New York",93584
0500000US36103,"Suffolk County, New York",1525920
0500000US36105,"Sullivan County, New York",78624
0500000US36107,"Tioga County, New York",48455
0500000US36109,"Tompkins County, New York",105740
0500000US36111,"Ulster County, New York",181851
0500000US36113,"Warren County, New York",65737
0500000US36115,"Washington County, New York",61302
0500000US36117,"Wayne County, New York",91283
0500000US36119,"Westchester County, New York",1004457
0500000US36121,"Wyoming County, New York",40531
0500000US36123,"Yates County, New York",24774
0500000US37001,"Alamance County, North Carolina",171415
0500000US37003,"Alexander County, North Carolina",36444
0500000US37005,"Alleghany County, North Carolina",10888
0500000US37007,"Anson County, North Carolina",22055
0500000US37009,"Ashe County, North Carolina",26577
0500000US37011,"Avery County, North Carolina",17806
0500000US37013,"Beaufort County, North Carolina",44652
0500000US37015,"Bertie County, North Carolina",17934
0500000US37017,"Bladen County, North Carolina",29606
0500000US37019,"Brunswick County, North Carolina",136693
0500000US37021,"Buncombe County, North Carolina",269452
0500000US37023,"Burke County, North Carolina",87570
0500000US37025,"Cabarrus County, North Carolina",225804
0500000US37027,"Caldwell County, North Carolina",80652
0500000US37029,"Camden County, North Carolina",10355
0500000US37031,"Carteret County, North Carolina",67686
0500000US37033,"Caswell County, North Carolina",22736
0500000US37035,"Catawba County, North Carolina",160610
0500000US37037,"Chatham County, North Carolina",76285
0500000US37039,"Cherokee County, North Carolina",28774
0500000US37041,"Chowan County, North Carolina",13708
0500000US37043,"Clay County, North Carolina",11089
0500000US37045,"Cleveland County, North Carolina",99519
0500000US37047,"Columbus County, North Carolina",50623
0500000US37049,"Craven County, North Carolina",100720
0500000US37051,"Cumberland County, North Carolina",334728
0500000US37053,"Currituck County, North Carolina",28100
0500000US37055,"Dare County, North Carolina",36915
0500000US37057,"Davidson County, North Carolina",168930
0500000US37059,"Davie County, North Carolina",42712
0500000US37061,"Duplin County, North Carolina",48715
0500000US37063,"Durham County, North Carolina",324833
0500000US37065,"Edgecombe County, North Carolina",48900
0500000US37067,"Forsyth County, North Carolina",382590
0500000US37069,"Franklin County, North Carolina",68573
0500000US37071,"Gaston County, North Carolina",227943
0500000US37073,"Gates County, North Carolina",10478
0500000US37075,"Graham County, North Carolina",8030
0500000US37077,"Granville County, North Carolina",60992
0500000US37079,"Greene County, North Carolina",20451
0500000US37081,"Guilford County, North Carolina",541299
0500000US37083,"Halifax County, North Carolina",48622
0500000US37085,"Harnett County, North Carolina",133568
0500000US37087,"Haywood County, North Carolina",62089
0500000US37089,"Henderson County, North Carolina",116281
0500000US37091,"Hertford County, North Carolina",21552
0500000US37093,"Hoke County, North Carolina",52082
0500000US37095,"Hyde County, North Carolina",4589
0500000US37097,"Iredell County, North Carolina",186693
0500000US37099,"Jackson County, North Carolina",43109
0500000US37101,"Johnston County, North Carolina",215999
0500000US37103,"Jones County, North Carolina",9172
0500000US37105,"Lee County, North Carolina",63285
0500000US37107,"Lenoir County, North Carolina",55122
0500000US37109,"Lincoln County, North Carolina",86810
0500000US37111,"McDowell County, North Carolina",44578
0500000US37113,"Macon County, North Carolina",37014
0500000US37115,"Madison County, North Carolina",21193
0500000US37117,"Martin County, North Carolina",22031
0500000US37119,"Mecklenburg County, North Carolina",1115482
0500000US37121,"Mitchell County, North Carolina",14903
0500000US37123,"Montgomery County, North Carolina",25751
0500000US37125,"Moore County, North Carolina",99727
0500000US37127,"Nash County, North Carolina",94970
0500000US37129,"New Hanover County, North Carolina",225702
0500000US37131,"Northampton County, North Carolina",17471
0500000US37133,"Onslow County, North Carolina",204576
0500000US37135,"Orange County, North Carolina",148696
0500000US37137,"Pamlico County, North Carolina",12276
0500000US37139,"Pasquotank County, North Carolina",40568
0500000US37141,"Pender County, North Carolina",60203
0500000US37143,"Perquimans County, North Carolina",13005
0500000US37145,"Person County, North Carolina",39097
0500000US37147,"Pitt County, North Carolina",170243
0500000US37149,"Polk County, North Carolina",19328
0500000US37151,"Randolph County, North Carolina",144171
0500000US37153,"Richmond County, North Carolina",42946
0500000US37155,"Robeson County, North Carolina",116530
0500000US37157,"Rockingham County, North Carolina",91096
0500000US37159,"Rowan County, North Carolina",146875
0500000US37161,"Rutherford County, North Carolina",64444
0500000US37163,"Sampson County, North Carolina",59036
0500000US37165,"Scotland County, North Carolina",34174
0500000US37167,"Stanly County, North Carolina",62504
0500000US37169,"Stokes County, North Carolina",44520
0500000US37171,"Surry County, North Carolina",71359
0500000US37173,"Swain County, North Carolina",14117
0500000US37175,"Transylvania County, North Carolina",32986
0500000US37177,"Tyrrell County, North Carolina",3245
0500000US37179,"Union County, North Carolina",238267
0500000US37181,"Vance County, North Carolina",42578
0500000US37183,"Wake County, North Carolina",1129410
0500000US37185,"Warren County, North Carolina",18642
0500000US37187,"Washington County, North Carolina",11003
0500000US37189,"Watauga County, North Carolina",54086
0500000US37191,"Wayne County, North Carolina",117333
0500000US37193,"Wilkes County, North Carolina",65969
0500000US37195,"Wilson County, North Carolina",78784
0500000US37197,"Yadkin County, North Carolina",37214
0500000US37199,"Yancey County, North Carolina",18470
0500000US38001,"Adams County, North Dakota",2200
0500000US38003,"Barnes County, North Dakota",10853
0500000US38005,"Benson County, North Dakota",5964
0500000US38007,"Billings County, North Dakota",945
0500000US38009,"Bottineau County, North Dakota",6379
0500000US38011,"Bowman County, North Dakota",2993
0500000US38013,"Burke County, North Dakota",2201
0500000US38015,"Burleigh County, North Dakota",98458
0500000US38017,"Cass County, North Dakota",184525
0500000US38019,"Cavalier County, North Dakota",3704
0500000US38021,"Dickey County, North Dakota",4999
0500000US38023,"Divide County, North Dakota",2195
0500000US38025,"Dunn County, North Dakota",4095
0500000US38027,"Eddy County, North Dakota",2347
0500000US38029,"Emmons County, North Dakota",3301
0500000US38031,"Foster County, North Dakota",3397
0500000US38033,"Golden Valley County, North Dakota",1736
0500000US38035,"Grand Forks County, North Dakota",73170
0500000US38037,"Grant County, North Dakota",2301
0500000US38039,"Griggs County, North Dakota",2306
0500000US38041,"Hettinger County, North Dakota",2489
0500000US38043,"Kidder County, North Dakota",2394
0500000US38045,"LaMoure County, North Dakota",4093
0500000US38047,"Logan County, North Dakota",1876
0500000US38049,"McHenry County, North Dakota",5345
0500000US38051,"McIntosh County, North Dakota",2530
0500000US38053,"McKenzie County, North Dakota",14704
0500000US38055,"McLean County, North Dakota",9771
0500000US38057,"Mercer County, North Dakota",8350
0500000US38059,"Morton County, North Dakota",33291
0500000US38061,"Mountrail County, North Dakota",9809
0500000US38063,"Nelson County, North Dakota",3015
0500000US38065,"Oliver County, North Dakota",1877
0500000US38067,"Pembina County, North Dakota",6844
0500000US38069,"Pierce County, North Dakota",3990
0500000US38071,"Ramsey County, North Dakota",11605
0500000US38073,"Ransom County, North Dakota",5703
0500000US38075,"Renville County, North Dakota",2282
0500000US38077,"Richland County, North Dakota",16529
0500000US38079,"Rolette County, North Dakota",12187
0500000US38081,"Sargent County, North Dakota",3862
0500000US38083,"Sheridan County, North Dakota",1265
0500000US38085,"Sioux County, North Dakota",3898
0500000US38087,"Slope County, North Dakota",706
0500000US38089,"Stark County, North Dakota",33646
0500000US38091,"Steele County, North Dakota",1798
0500000US38093,"Stutsman County, North Dakota",21593
0500000US38095,"Towner County, North Dakota",2162
0500000US38097,"Traill County, North Dakota",7997
0500000US38099,"Walsh County, North Dakota",10563
0500000US38101,"Ward County, North Dakota",69919
0500000US38103,"Wells County, North Dakota",3982
0500000US38105,"Williams County, North Dakota",40950
0500000US39001,"Adams County, Ohio",27477
0500000US39003,"Allen County, Ohio",102206
0500000US39005,"Ashland County, Ohio",52447
0500000US39007,"Ashtabula County, Ohio",97574
0500000US39009,"Athens County, Ohio",62431
0500000US39011,"Auglaize County, Ohio",46422
0500000US39013,"Belmont County, Ohio",66497
0500000US39015,"Brown County, Ohio",43676
0500000US39017,"Butler County, Ohio",390357
0500000US39019,"Carroll County, Ohio",26721
0500000US39021,"Champaign County, Ohio",38714
0500000US39023,"Clark County, Ohio",136001
0500000US39025,"Clermont County, Ohio",208601
0500000US39027,"Clinton County, Ohio",42018
0500000US39029,"Columbiana County, Ohio",101877
0500000US39031,"Coshocton County, Ohio",36612
0500000US39033,"Crawford County, Ohio",42025
0500000US39035,"Cuyahoga County, Ohio",1264817
0500000US39037,"Darke County, Ohio",51881
0500000US39039,"Defiance County, Ohio",38286
0500000US39041,"Delaware County, Ohio",214124
0500000US39043,"Erie County, Ohio",75622
0500000US39045,"Fairfield County, Ohio",158921
0500000US39047,"Fayette County, Ohio",28951
0500000US39049,"Franklin County, Ohio",1323807
0500000US39051,"Fulton County, Ohio",42713
0500000US39053,"Gallia County, Ohio",29220
0500000US39055,"Geauga County, Ohio",95397
0500000US39057,"Greene County, Ohio",167966
0500000US39059,"Guernsey County, Ohio",38438
0500000US39061,"Hamilton County, Ohio",830639
0500000US39063,"Hancock County, Ohio",74920
0500000US39065,"Hardin County, Ohio",30696
0500000US39067,"Harrison County, Ohio",14483
0500000US39069,"Henry County, Ohio",27662
0500000US39071,"Highland County, Ohio",43317
0500000US39073,"Hocking County, Ohio",28050
0500000US39075,"Holmes County, Ohio",44223
0500000US39077,"Huron County, Ohio",58565
0500000US39079,"Jackson County, Ohio",32653
0500000US39081,"Jefferson County, Ohio",65249
0500000US39083,"Knox County, Ohio",62721
0500000US39085,"Lake County, Ohio",232603
0500000US39087,"Lawrence County, Ohio",58240
0500000US39089,"Licking County, Ohio",178519
0500000US39091,"Logan County, Ohio",46150
0500000US39093,"Lorain County, Ohio",312964
0500000US39095,"Lucas County, Ohio",431279
0500000US39097,"Madison County, Ohio",43824
0500000US39099,"Mahoning County, Ohio",228614
0500000US39101,"Marion County, Ohio",65359
0500000US39103,"Medina County, Ohio",182470
0500000US39105,"Meigs County, Ohio",22210
0500000US39107,"Mercer County, Ohio",42528
0500000US39109,"Miami County, Ohio",108774
0500000US39111,"Monroe County, Ohio",13385
0500000US39113,"Montgomery County, Ohio",537309
0500000US39115,"Morgan County, Ohio",13802
0500000US39117,"Morrow County, Ohio",34950
0500000US39119,"Muskingum County, Ohio",86410
0500000US39121,"Noble County, Ohio",14115
0500000US39123,"Ottawa County, Ohio",40364
0500000US39125,"Paulding County, Ohio",18806
0500000US39127,"Perry County, Ohio",35408
0500000US39129,"Pickaway County, Ohio",58539
0500000US39131,"Pike County, Ohio",27088
0500000US39133,"Portage County, Ohio",161791
0500000US39135,"Preble County, Ohio",40999
0500000US39137,"Putnam County, Ohio",34451
0500000US39139,"Richland County, Ohio",124936
0500000US39141,"Ross County, Ohio",77093
0500000US39143,"Sandusky County, Ohio",58896
0500000US39145,"Scioto County, Ohio",74008
0500000US39147,"Seneca County, Ohio",55069
0500000US39149,"Shelby County, Ohio",48230
0500000US39151,"Stark County, Ohio",374853
0500000US39153,"Summit County, Ohio",540428
0500000US39155,"Trumbull County, Ohio",201977
0500000US39157,"Tuscarawas County, Ohio",93263
0500000US39159,"Union County, Ohio",62784
0500000US39161,"Van Wert County, Ohio",28931
0500000US39163,"Vinton County, Ohio",12800
0500000US39165,"Warren County, Ohio",242337
0500000US39167,"Washington County, Ohio",59771
0500000US39169,"Wayne County, Ohio",116894
0500000US39171,"Williams County, Ohio",37102
0500000US39173,"Wood County, Ohio",132248
0500000US39175,"Wyandot County, Ohio",21900
0500000US40001,"Adair County, Oklahoma",19495
0500000US40003,"Alfalfa County, Oklahoma",5699
0500000US40005,"Atoka County, Oklahoma",14143
0500000US40007,"Beaver County, Oklahoma",5049
0500000US40009,"Beckham County, Oklahoma",22410
0500000US40011,"Blaine County, Oklahoma",8735
0500000US40013,"Bryan County, Oklahoma",46067
0500000US40015,"Caddo County, Oklahoma",26945
0500000US40017,"Canadian County, Oklahoma",154405
0500000US40019,"Carter County, Oklahoma",48003
0500000US40021,"Cherokee County, Oklahoma",47078
0500000US40023,"Choctaw County, Oklahoma",14204
0500000US40025,"Cimarron County, Oklahoma",2296
0500000US40027,"Cleveland County, Oklahoma",295528
0500000US40029,"Coal County, Oklahoma",5266
0500000US40031,"Comanche County, Oklahoma",121125
0500000US40033,"Cotton County, Oklahoma",5527
0500000US40035,"Craig County, Oklahoma",14107
0500000US40037,"Creek County, Oklahoma",71754
0500000US40039,"Custer County, Oklahoma",28513
0500000US40041,"Delaware County, Oklahoma",40397
0500000US40043,"Dewey County, Oklahoma",4484
0500000US40045,"Ellis County, Oklahoma",3749
0500000US40047,"Garfield County, Oklahoma",62846
0500000US40049,"Garvin County, Oklahoma",25656
0500000US40051,"Grady County, Oklahoma",54795
0500000US40053,"Grant County, Oklahoma",4169
0500000US40055,"Greer County, Oklahoma",5491
0500000US40057,"Harmon County, Oklahoma",2488
0500000US40059,"Harper County, Oklahoma",3272
0500000US40061,"Haskell County, Oklahoma",11561
0500000US40063,"Hughes County, Oklahoma",13367
0500000US40065,"Jackson County, Oklahoma",24785
0500000US40067,"Jefferson County, Oklahoma",5337
0500000US40069,"Johnston County, Oklahoma",10272
0500000US40071,"Kay County, Oklahoma",43700
0500000US40073,"Kingfisher County, Oklahoma",15184
0500000US40075,"Kiowa County, Oklahoma",8509
0500000US40077,"Latimer County, Oklahoma",9444
0500000US40079,"Le Flore County, Oklahoma",48129
0500000US40081,"Lincoln County, Oklahoma",33458
0500000US40083,"Logan County, Oklahoma",49555
0500000US40085,"Love County, Oklahoma",10146
0500000US40087,"McClain County, Oklahoma",41662
0500000US40089,"McCurtain County, Oklahoma",30814
0500000US40091,"McIntosh County, Oklahoma",18941
0500000US40093,"Major County, Oklahoma",7782
0500000US40095,"Marshall County, Oklahoma",15312
0500000US40097,"Mayes County, Oklahoma",39046
0500000US40099,"Murray County, Oklahoma",13904
0500000US40101,"Muskogee County, Oklahoma",66339
0500000US40103,"Noble County, Oklahoma",10924
0500000US40105,"Nowata County, Oklahoma",9320
0500000US40107,"Okfuskee County, Oklahoma",11310
0500000US40109,"Oklahoma County, Oklahoma",796292
0500000US40111,"Okmulgee County, Oklahoma",36706
0500000US40113,"Osage County, Oklahoma",45818
0500000US40115,"Ottawa County, Oklahoma",30285
0500000US40117,"Pawnee County, Oklahoma",15553
0500000US40119,"Payne County, Oklahoma",81646
0500000US40121,"Pittsburg County, Oklahoma",43773
0500000US40123,"Pontotoc County, Oklahoma",38065
0500000US40125,"Pottawatomie County, Oklahoma",72454
0500000US40127,"Pushmataha County, Oklahoma",10812
0500000US40129,"Roger Mills County, Oklahoma",3442
0500000US40131,"Rogers County, Oklahoma",95240
0500000US40133,"Seminole County, Oklahoma",23556
0500000US40135,"Sequoyah County, Oklahoma",39281
0500000US40137,"Stephens County, Oklahoma",42848
0500000US40139,"Texas County, Oklahoma",21384
0500000US40141,"Tillman County, Oklahoma",6968
0500000US40143,"Tulsa County, Oklahoma",669279
0500000US40145,"Wagoner County, Oklahoma",80981
0500000US40147,"Washington County, Oklahoma",52455
0500000US40149,"Washita County, Oklahoma",10924
0500000US40151,"Woods County, Oklahoma",8624
0500000US40153,"Woodward County, Oklahoma",20470
0500000US41001,"Baker County, Oregon",16668
0500000US41003,"Benton County, Oregon",95184
0500000US41005,"Clackamas County, Oregon",421401
0500000US41007,"Clatsop County, Oregon",41072
0500000US41009,"Columbia County, Oregon",52589
0500000US41011,"Coos County, Oregon",64929
0500000US41013,"Crook County, Oregon",24738
0500000US41015,"Curry County, Oregon",23446
0500000US41017,"Deschutes County, Oregon",198253
0500000US41019,"Douglas County, Oregon",111201
0500000US41021,"Gilliam County, Oregon",1995
0500000US41023,"Grant County, Oregon",7233
0500000US41025,"Harney County, Oregon",7495
0500000US41027,"Hood River County, Oregon",23977
0500000US41029,"Jackson County, Oregon",223259
0500000US41031,"Jefferson County, Oregon",24502
0500000US41033,"Josephine County, Oregon",88090
0500000US41035,"Klamath County, Oregon",69413
0500000US41037,"Lake County, Oregon",8160
0500000US41039,"Lane County, Oregon",382971
0500000US41041,"Lincoln County, Oregon",50395
0500000US41043,"Linn County, Oregon",128610
0500000US41045,"Malheur County, Oregon",31571
0500000US41047,"Marion County, Oregon",345920
0500000US41049,"Morrow County, Oregon",12186
0500000US41051,"Multnomah County, Oregon",815428
0500000US41053,"Polk County, Oregon",87433
0500000US41055,"Sherman County, Oregon",1870
0500000US41057,"Tillamook County, Oregon",27390
0500000US41059,"Umatilla County, Oregon",80075
0500000US41061,"Union County, Oregon",26196
0500000US41063,"Wallowa County, Oregon",7391
0500000US41065,"Wasco County, Oregon",26670
0500000US41067,"Washington County, Oregon",600372
0500000US41069,"Wheeler County, Oregon",1451
0500000US41071,"Yamhill County, Oregon",107722
0500000US42001,"Adams County, Pennsylvania",103852
0500000US42003,"Allegheny County, Pennsylvania",1250578
0500000US42005,"Armstrong County, Pennsylvania",65558
0500000US42007,"Beaver County, Pennsylvania",168215
0500000US42009,"Bedford County, Pennsylvania",47577
0500000US42011,"Berks County, Pennsylvania",428849
0500000US42013,"Blair County, Pennsylvania",122822
0500000US42015,"Bradford County, Pennsylvania",59967
0500000US42017,"Bucks County, Pennsylvania",646538
0500000US42019,"Butler County, Pennsylvania",193763
0500000US42021,"Cambria County, Pennsylvania",133472
0500000US42023,"Cameron County, Pennsylvania",4547
0500000US42025,"Carbon County, Pennsylvania",64749
0500000US42027,"Centre County, Pennsylvania",158172
0500000US42029,"Chester County, Pennsylvania",534413
0500000US42031,"Clarion County, Pennsylvania",37241
0500000US42033,"Clearfield County, Pennsylvania",80562
0500000US42035,"Clinton County, Pennsylvania",37450
0500000US42037,"Columbia County, Pennsylvania",64727
0500000US42039,"Crawford County, Pennsylvania",83938
0500000US42041,"Cumberland County, Pennsylvania",259469
0500000US42043,"Dauphin County, Pennsylvania",286401
0500000US42045,"Delaware County, Pennsylvania",576830
0500000US42047,"Elk County, Pennsylvania",30990
0500000US42049,"Erie County, Pennsylvania",270876
0500000US42051,"Fayette County, Pennsylvania",128804
0500000US42053,"Forest County, Pennsylvania",6973
0500000US42055,"Franklin County, Pennsylvania",155932
0500000US42057,"Fulton County, Pennsylvania",14556
0500000US42059,"Greene County, Pennsylvania",35954
0500000US42061,"Huntingdon County, Pennsylvania",44092
0500000US42063,"Indiana County, Pennsylvania",83246
0500000US42065,"Jefferson County, Pennsylvania",44492
0500000US42067,"Juniata County, Pennsylvania",23509
0500000US42069,"Lackawanna County, Pennsylvania",215896
0500000US42071,"Lancaster County, Pennsylvania",552984
0500000US42073,"Lawrence County, Pennsylvania",86070
0500000US42075,"Lebanon County, Pennsylvania",143257
0500000US42077,"Lehigh County, Pennsylvania",374557
0500000US42079,"Luzerne County, Pennsylvania",325594
0500000US42081,"Lycoming County, Pennsylvania",114188
0500000US42083,"McKean County, Pennsylvania",40432
0500000US42085,"Mercer County, Pennsylvania",110652
0500000US42087,"Mifflin County, Pennsylvania",46143
0500000US42089,"Monroe County, Pennsylvania",168327
0500000US42091,"Montgomery County, Pennsylvania",856553
0500000US42093,"Montour County, Pennsylvania",18136
0500000US42095,"Northampton County, Pennsylvania",312951
0500000US42097,"Northumberland County, Pennsylvania",91647
0500000US42099,"Perry County, Pennsylvania",45842
0500000US42101,"Philadelphia County, Pennsylvania",1603797
0500000US42103,"Pike County, Pennsylvania",58535
0500000US42105,"Potter County, Pennsylvania",16396
0500000US42107,"Schuylkill County, Pennsylvania",143049
0500000US42109,"Snyder County, Pennsylvania",39736
0500000US42111,"Somerset County, Pennsylvania",74129
0500000US42113,"Sullivan County, Pennsylvania",5840
0500000US42115,"Susquehanna County, Pennsylvania",38434
0500000US42117,"Tioga County, Pennsylvania",41045
0500000US42119,"Union County, Pennsylvania",42681
0500000US42121,"Venango County, Pennsylvania",50454
0500000US42123,"Warren County, Pennsylvania",38587
0500000US42125,"Washington County, Pennsylvania",209349
0500000US42127,"Wayne County, Pennsylvania",51155
0500000US42129,"Westmoreland County, Pennsylvania",354663
0500000US42131,"Wyoming County, Pennsylvania",26069
0500000US42133,"York County, Pennsylvania",456438
0500000US44001,"Bristol County, Rhode Island",50793
0500000US44003,"Kent County, Rhode Island",170363
0500000US44005,"Newport County, Rhode Island",85643
0500000US44007,"Providence County, Rhode Island",660741
0500000US44009,"Washington County, Rhode Island",129839
0500000US45001,"Abbeville County, South Carolina",24295
0500000US45003,"Aiken County, South Carolina",168808
0500000US45005,"Allendale County, South Carolina",8039
0500000US45007,"Anderson County, South Carolina",203718
0500000US45009,"Bamberg County, South Carolina",13311
0500000US45011,"Barnwell County, South Carolina",20589
0500000US45013,"Beaufort County, South Carolina",187117
0500000US45015,"Berkeley County, South Carolina",229861
0500000US45017,"Calhoun County, South Carolina",14119
0500000US45019,"Charleston County, South Carolina",408235
0500000US45021,"Cherokee County, South Carolina",56216
0500000US45023,"Chester County, South Carolina",32294
0500000US45025,"Chesterfield County, South Carolina",43273
0500000US45027,"Clarendon County, South Carolina",31144
0500000US45029,"Colleton County, South Carolina",38604
0500000US45031,"Darlington County, South Carolina",62905
0500000US45033,"Dillon County, South Carolina",28292
0500000US45035,"Dorchester County, South Carolina",161540
0500000US45037,"Edgefield County, South Carolina",25657
0500000US45039,"Fairfield County, South Carolina",20948
0500000US45041,"Florence County, South Carolina",137059
0500000US45043,"Georgetown County, South Carolina",63404
0500000US45045,"Greenville County, South Carolina",525534
0500000US45047,"Greenwood County, South Carolina",69351
0500000US45049,"Hampton County, South Carolina",18561
0500000US45051,"Horry County, South Carolina",351029
0500000US45053,"Jasper County, South Carolina",28791
0500000US45055,"Kershaw County, South Carolina",65403
0500000US45057,"Lancaster County, South Carolina",96016
0500000US45059,"Laurens County, South Carolina",67539
0500000US45061,"Lee County, South Carolina",16531
0500000US45063,"Lexington County, South Carolina",293991
0500000US45065,"McCormick County, South Carolina",9526
0500000US45067,"Marion County, South Carolina",29183
0500000US45069,"Marlboro County, South Carolina",26667
0500000US45071,"Newberry County, South Carolina",37719
0500000US45073,"Oconee County, South Carolina",78607
0500000US45075,"Orangeburg County, South Carolina",84223
0500000US45077,"Pickens County, South Carolina",131404
0500000US45079,"Richland County, South Carolina",416147
0500000US45081,"Saluda County, South Carolina",18862
0500000US45083,"Spartanburg County, South Carolina",327997
0500000US45085,"Sumter County, South Carolina",105556
0500000US45087,"Union County, South Carolina",27244
0500000US45089,"Williamsburg County, South Carolina",31026
0500000US45091,"York County, South Carolina",282090
0500000US46003,"Aurora County, South Dakota",2747
0500000US46005,"Beadle County, South Dakota",19149
0500000US46007,"Bennett County, South Dakota",3381
0500000US46009,"Bon Homme County, South Dakota",7003
0500000US46011,"Brookings County, South Dakota",34375
0500000US46013,"Brown County, South Dakota",38301
0500000US46015,"Brule County, South Dakota",5247
0500000US46017,"Buffalo County, South Dakota",1948
0500000US46019,"Butte County, South Dakota",10243
0500000US46021,"Campbell County, South Dakota",1377
0500000US46023,"Charles Mix County, South Dakota",9373
0500000US46025,"Clark County, South Dakota",3837
0500000US46027,"Clay County, South Dakota",14967
0500000US46029,"Codington County, South Dakota",28325
0500000US46031,"Corson County, South Dakota",3902
0500000US46033,"Custer County, South Dakota",8318
0500000US46035,"Davison County, South Dakota",19956
0500000US46037,"Day County, South Dakota",5449
0500000US46039,"Deuel County, South Dakota",4295
0500000US46041,"Dewey County, South Dakota",5239
0500000US46043,"Douglas County, South Dakota",2835
0500000US46045,"Edmunds County, South Dakota",3986
0500000US46047,"Fall River County, South Dakota",6973
0500000US46049,"Faulk County, South Dakota",2125
0500000US46051,"Grant County, South Dakota",7556
0500000US46053,"Gregory County, South Dakota",3994
0500000US46055,"Haakon County, South Dakota",1872
0500000US46057,"Hamlin County, South Dakota",6164
0500000US46059,"Hand County, South Dakota",3145
0500000US46061,"Hanson County, South Dakota",3461
0500000US46063,"Harding County, South Dakota",1311
0500000US46065,"Hughes County, South Dakota",17765
0500000US46067,"Hutchinson County, South Dakota",7427
0500000US46069,"Hyde County, South Dakota",1262
0500000US46071,"Jackson County, South Dakota",2806
0500000US46073,"Jerauld County, South Dakota",1663
0500000US46075,"Jones County, South Dakota",917
0500000US46077,"Kingsbury County, South Dakota",5187
0500000US46079,"Lake County, South Dakota",11059
0500000US46081,"Lawrence County, South Dakota",25768
0500000US46083,"Lincoln County, South Dakota",65161
0500000US46085,"Lyman County, South Dakota",3718
0500000US46087,"McCook County, South Dakota",5682
0500000US46089,"McPherson County, South Dakota",2411
0500000US46091,"Marshall County, South Dakota",4306
0500000US46093,"Meade County, South Dakota",29852
0500000US46095,"Mellette County, South Dakota",1918
0500000US46097,"Miner County, South Dakota",2298
0500000US46099,"Minnehaha County, South Dakota",197214
0500000US46101,"Moody County, South Dakota",6336
0500000US46102,"Oglala Lakota County, South Dakota",13672
0500000US46103,"Pennington County, South Dakota",109222
0500000US46105,"Perkins County, South Dakota",2835
0500000US46107,"Potter County, South Dakota",2472
0500000US46109,"Roberts County, South Dakota",10280
0500000US46111,"Sanborn County, South Dakota",2330
0500000US46115,"Spink County, South Dakota",6361
0500000US46117,"Stanley County, South Dakota",2980
0500000US46119,"Sully County, South Dakota",1446
0500000US46121,"Todd County, South Dakota",9319
0500000US46123,"Tripp County, South Dakota",5624
0500000US46125,"Turner County, South Dakota",8673
0500000US46127,"Union County, South Dakota",16811
0500000US46129,"Walworth County, South Dakota",5315
0500000US46135,"Yankton County, South Dakota",23310
0500000US46137,"Ziebach County, South Dakota",2413
0500000US47001,"Anderson County, Tennessee",77123
0500000US47003,"Bedford County, Tennessee",50237
0500000US47005,"Benton County, Tennessee",15864
0500000US47007,"Bledsoe County, Tennessee",14913
0500000US47009,"Blount County, Tennessee",135280
0500000US47011,"Bradley County, Tennessee",108620
0500000US47013,"Campbell County, Tennessee",39272
0500000US47015,"Cannon County, Tennessee",14506
0500000US47017,"Carroll County, Tennessee",28440
0500000US47019,"Carter County, Tennessee",56356
0500000US47021,"Cheatham County, Tennessee",41072
0500000US47023,"Chester County, Tennessee",17341
0500000US47025,"Claiborne County, Tennessee",32043
0500000US47027,"Clay County, Tennessee",7581
0500000US47029,"Cocke County, Tennessee",35999
0500000US47031,"Coffee County, Tennessee",57889
0500000US47033,"Crockett County, Tennessee",13911
0500000US47035,"Cumberland County, Tennessee",61145
0500000US47037,"Davidson County, Tennessee",715884
0500000US47039,"Decatur County, Tennessee",11435
0500000US47041,"DeKalb County, Tennessee",20080
0500000US47043,"Dickson County, Tennessee",54315
0500000US47045,"Dyer County, Tennessee",36801
0500000US47047,"Fayette County, Tennessee",41990
0500000US47049,"Fentress County, Tennessee",18489
0500000US47051,"Franklin County, Tennessee",42774
0500000US47053,"Gibson County, Tennessee",50429
0500000US47055,"Giles County, Tennessee",30346
0500000US47057,"Grainger County, Tennessee",23527
0500000US47059,"Greene County, Tennessee",70152
0500000US47061,"Grundy County, Tennessee",13529
0500000US47063,"Hamblen County, Tennessee",64499
0500000US47065,"Hamilton County, Tennessee",366207
0500000US47067,"Hancock County, Tennessee",6662
0500000US47069,"Hardeman County, Tennessee",25462
0500000US47071,"Hardin County, Tennessee",26831
0500000US47073,"Hawkins County, Tennessee",56721
0500000US47075,"Haywood County, Tennessee",17864
0500000US47077,"Henderson County, Tennessee",27842
0500000US47079,"Henry County, Tennessee",32199
0500000US47081,"Hickman County, Tennessee",24925
0500000US47083,"Houston County, Tennessee",8283
0500000US47085,"Humphreys County, Tennessee",18990
0500000US47087,"Jackson County, Tennessee",11617
0500000US47089,"Jefferson County, Tennessee",54683
0500000US47091,"Johnson County, Tennessee",17948
0500000US47093,"Knox County, Tennessee",478971
